concept_code	display_name	applicability	current_weight	target_weight	change_status	comparison_group	anchor_code	rationale	exception_reference	source_reference
EGG	Ei	APPLICABLE	0.9000	0.7500	CHANGED	EGGS	EGGS	Semantik: Ein einzelnes Hühnerei als allgemein verfügbare Kochzutat; Eier anderer Tierarten sind damit nicht gemeint. Vergleich: Eier (1.0000) in EGGS. Entscheidungsgrund: Die benannte Zutat ist gegenüber dem Oberbegriff konkretisiert, behält aber mehrere eigenständige Kochfunktionen und Zubereitungswege; die Familienüberschneidung rechtfertigt die maßvolle Verdichtung.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
EGGPLANT	Aubergine	APPLICABLE	1.0000	0.7500	CHANGED	FRUIT_VEGETABLES	FRUIT_VEGETABLES	Semantik: Aubergine mit schwammigem, beim Garen cremig werdendem Fruchtfleisch; Sorte und Farbe bleiben offen. Vergleich: Fruchtgemüse (1.0000) in FRUIT_VEGETABLES. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
EGGS	Eier	APPLICABLE	0.7000	1.0000	CHANGED	EGGS	EGGS	Semantik: Offene Vorgabe für Vogeleier; Art, Größe und Zubereitungsfunktion werden bewusst nicht festgelegt. Vergleich: Eier (1.0000) in EGGS. Entscheidungsgrund: Die Vorgabe lässt innerhalb ihrer Semantik mehrere konkrete Produktformen, Kombinationen und Zubereitungen offen und bildet deshalb den breiten Referenzpunkt der Vergleichsgruppe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
EGG_FLECKERL	Eierfleckerl	APPLICABLE	0.6500	0.7500	CHANGED	EGG_NOODLES	EGG_NOODLES	Semantik: Kleine, annähernd quadratische Eiernudeln mit guter Haftfläche für fein geschnittene Begleiter. Sie behalten in Pfannengerichten und Aufläufen ihre charakteristische kompakte Form. Vergleich: Eiernudeln (0.7500) in EGG_NOODLES. Entscheidungsgrund: Die benannte Zutat ist gegenüber dem Oberbegriff konkretisiert, behält aber mehrere eigenständige Kochfunktionen und Zubereitungswege; die Familienüberschneidung rechtfertigt die maßvolle Verdichtung.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
EGG_NOODLES	Eiernudeln	APPLICABLE	0.8500	0.7500	CHANGED	NOODLES	NOODLES	Semantik: Nudeln mit Ei als prägendem Teigbestandteil; Form und Dicke bleiben offen. Vergleich: Nudeln (1.0000) in NOODLES. Entscheidungsgrund: Getreideart oder Produktform sind benannt, lassen aber süße und herzhafte Anwendungen sowie mehrere Garmethoden zu; diese Breite trägt die eigenständige Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
EGUSI_SEEDS	Egusi-Samen	APPLICABLE	0.2000	0.7500	CHANGED	SEEDS	SEEDS	Semantik: Ölreiche Samen bestimmter westafrikanischer Melonenarten, meist gemahlen zum Binden und Aromatisieren; nicht Kürbiskerne. Vergleich: Kerne und Samen (1.0000) in SEEDS. Entscheidungsgrund: Die Samen sind als Protein-, Fett- und Bindekomponente in Suppen, Saucen und Pasten eigenständig einsetzbar; die konkrete Saat bindet weniger als eine fertige Mischung, daher trägt sie dieselbe Stufe wie andere einzelne Samen.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
ELDERBERRY	Holunderbeeren	APPLICABLE	0.3000	0.7500	CHANGED	BERRIES	BERRIES	Semantik: Reife Holunderbeeren mit herb-säuerlichem Aroma; nur gegart verwenden, nicht rohe unreife Beeren. Vergleich: Beeren (1.0000) in BERRIES. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
ENDIVE	Endivie	APPLICABLE	0.6000	0.7500	CHANGED	SALAD_GREENS	SALAD_GREENS	Semantik: Endivienblätter mit knackiger Textur und deutlicher Bitterkeit; glatte und krause Formen sind umfasst. Vergleich: Blattsalat (1.0000) in SALAD_GREENS. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
ENGLISH_MUSTARD	Englischer Senf	APPLICABLE	0.5500	0.5000	CHANGED	HOT_MUSTARD	HOT_MUSTARD	Semantik: Glatter, gelber Senf englischer Art mit ausgeprägt stechender Senfschärfe. Senfpulver, Dijon-Senf, süßer Senf und beliebiger anderer scharfer Senf erfüllen die Vorgabe nicht. Vergleich: scharfer Senf (0.5000) in HOT_MUSTARD. Entscheidungsgrund: Produktform, Aromaprofil oder typische Funktion sind enger vorgegeben als beim Anker; die Zutat bleibt unterscheidbar, wird wegen dieser Bindung innerhalb der Familie aber kompakter gewichtet.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
ENOKI	Enoki	APPLICABLE	0.4500	0.7500	CHANGED	MUSHROOMS	MUSHROOMS	Semantik: Langstielige, kleinhütige Enoki-Pilze mit zartem Biss und mildem Geschmack; kultivierte helle Ware ist üblich. Vergleich: Pilze (1.0000) in MUSHROOMS. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
ESCARGOT	Weinbergschnecken	APPLICABLE	0.2000	0.7500	CHANGED	LAND_SNAILS	LAND_SNAILS	Semantik: Essbare Landschnecken nach Weinbergschnecken-/Escargot-Art, küchenfertig ausgelöst oder im Gehäuse; frisch, tiefgekühlt oder konserviert. Nicht Meer- oder Süßwasserschnecken. Vergleich: Landschnecken (0.7500) in LAND_SNAILS. Entscheidungsgrund: Die Escargot-Artgruppe ist enger als Landschnecken, lässt aber ganzen oder ausgelösten Zuschnitt, Konservierungsform und Garung offen; der niedrige Altwert bildet diese Kochbreite nicht ab.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
EVAPORATED_MILK	Kondensmilch	APPLICABLE	0.6000	0.7500	CHANGED	FRESH_DAIRY_PRODUCTS	FRESH_DAIRY_PRODUCTS	Semantik: Ungesüßte, durch Wasserentzug konzentrierte Milch; nicht gezuckerte Kondensmilch. Vergleich: frisches Milchprodukt (1.0000) in FRESH_DAIRY_PRODUCTS. Entscheidungsgrund: Die konkrete Produktausprägung besitzt ein eigenes Profil, bleibt aber über mehrere Koch-, Back- oder Servierfunktionen einsetzbar; das trägt die Zwischenstufe gegenüber dem offenen Oberbegriff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FARRO	Farro	APPLICABLE	0.4000	0.7500	CHANGED	GRAINS	GRAINS	Semantik: Emmer beziehungsweise als Farro verkauftes geschältes Weizenkorn mit nussigem Geschmack und festem Biss. Vergleich: Getreide oder Pseudogetreide (1.0000) in GRAINS. Entscheidungsgrund: Getreideart oder Produktform sind benannt, lassen aber süße und herzhafte Anwendungen sowie mehrere Garmethoden zu; diese Breite trägt die eigenständige Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FENALAR	Fenalår	APPLICABLE	0.2000	0.5000	CHANGED	CURED_MEAT	CURED_MEAT	Semantik: Gesalzene und luftgetrocknete Keule von Schaf oder Lamm nach norwegischer Fenalår-Art. Nicht beliebiges Trockenfleisch, Schinken oder bereits zubereitetes Gericht. Vergleich: gepökeltes oder luftgetrocknetes Fleisch (1.0000) in CURED_MEAT. Entscheidungsgrund: Rezeptur, Verarbeitung und typische Textur sind bei diesem benannten Produkt bereits wesentlich festgelegt; die Eigenständigkeit bleibt erhalten, die Familienverdichtung begrenzt aber seine relative Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FENNEL	Fenchel	APPLICABLE	0.8000	0.7500	CHANGED	STEM_VEGETABLES	STEM_VEGETABLES	Semantik: Fenchelknolle mit knackiger bis zarter Textur und mildem Anisaroma; Grün kann mitverwendet werden. Vergleich: Stängelgemüse (1.0000) in STEM_VEGETABLES. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FENNEL_SEED	Fenchelsaat	APPLICABLE	0.4500	0.7500	CHANGED	SPICES	CUMIN	Semantik: Getrocknete Fenchelfrüchte mit süßlich-anisartigem Aroma; ganz oder gemahlen, nicht Fenchelknolle. Vergleich: Kreuzkümmel (0.7500) in SPICES. Entscheidungsgrund: Das einzelne Aroma ist klar festgelegt, kann aber über mehrere Gerichte, Techniken und Kombinationen eingesetzt werden; wie beim Anker bleibt ausreichend eigenständige Kochbreite.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FENUGREEK	Bockshornklee	APPLICABLE	0.4000	0.7500	CHANGED	SPICES	CUMIN	Semantik: Bockshornkleesamen mit herb-würzigem, leicht bitterem Aroma; ganz oder gemahlen sparsam verwendbar. Vergleich: Kreuzkümmel (0.7500) in SPICES. Entscheidungsgrund: Das einzelne Aroma ist klar festgelegt, kann aber über mehrere Gerichte, Techniken und Kombinationen eingesetzt werden; wie beim Anker bleibt ausreichend eigenständige Kochbreite.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FERMENTED_BLACK_BEANS	Fermentierte schwarze Bohnen	APPLICABLE	0.3500	0.5000	CHANGED	FERMENTED_SEASONINGS	FERMENTED_SEASONINGS	Semantik: Salzig fermentierte schwarze Sojabohnen nach Douchi-Art; als Würzzutat gemeint, nicht gewöhnliche schwarze Bohnen. Vergleich: fermentierte Würzzutat (1.0000) in FERMENTED_SEASONINGS. Entscheidungsgrund: Die fertige Würzform bringt ein eigenes Aroma- und häufig Texturprofil mit; gegenüber dem Anker ist sie eigenständig, beschränkt aber freie Würzung und Gerichtsausrichtung, weshalb die Familie kompakt auf dieser Stufe bleibt.	ISSUE_278_CURRENT_SCOPE_CONTRADICTION	MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FERMENTED_CUCUMBER	Salzgurke	APPLICABLE	0.6000	0.5000	CHANGED	PRESERVED_PRODUCE	SAUERKRAUT	Semantik: Milchsauer in Salzlake fermentierte Gurke; bewusst von essigbasierter Gewürzgurke getrennt. Vergleich: Sauerkraut (0.5000) in PRESERVED_PRODUCE. Entscheidungsgrund: Milchsäuregärung und Salzlake bestimmen Säure, Textur und Konservierungsform; das ist als fertige Gemüsekonserve mit Sauerkraut vergleichbar und enger als frische Gurke.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FERMENTED_SEASONINGS	fermentierte Würzzutat	APPLICABLE	0.4000	1.0000	CHANGED	SAUCES_AND_PASTES	SAUCES_AND_PASTES	Semantik: Offene Familie fermentierter Würzsaucen, Pasten und vergleichbarer Zutaten; Rohstoff und Konsistenz bleiben offen. Vergleich: Sauce, Würzmittel oder Paste (1.0000) in SAUCES_AND_PASTES. Entscheidungsgrund: Die Vorgabe lässt innerhalb ihrer Semantik mehrere konkrete Produktformen, Kombinationen und Zubereitungen offen und bildet deshalb den breiten Referenzpunkt der Vergleichsgruppe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FERMENTED_TOFU	Fermentierter Tofu	APPLICABLE	0.3000	0.5000	CHANGED	FERMENTED_SEASONINGS	FERMENTED_SEASONINGS	Semantik: In Lake gereifte Tofuwürfel mit kräftigem, salzigem Aroma und cremiger Textur; als Würzmittel, nicht als fester Tofublock. Vergleich: fermentierte Würzzutat (1.0000) in FERMENTED_SEASONINGS. Entscheidungsgrund: Die fertige Würzform bringt ein eigenes Aroma- und häufig Texturprofil mit; gegenüber dem Anker ist sie eigenständig, beschränkt aber freie Würzung und Gerichtsausrichtung, weshalb die Familie kompakt auf dieser Stufe bleibt.	ISSUE_279_PENDING_SCOPE_DECISION	MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FETA	Feta	APPLICABLE	0.7000	0.7500	CHANGED	CHEESE	CHEESE	Semantik: Salzlakenkäse nach Feta-Art aus Schafmilch mit möglichem Ziegenmilchanteil; krümelig, säuerlich und salzig. Vergleich: Käse (1.0000) in CHEESE. Entscheidungsgrund: Die konkrete Produktausprägung besitzt ein eigenes Profil, bleibt aber über mehrere Koch-, Back- oder Servierfunktionen einsetzbar; das trägt die Zwischenstufe gegenüber dem offenen Oberbegriff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FIG	Feige	APPLICABLE	0.6500	0.7500	CHANGED	FRUIT	FRUIT	Semantik: Feige mit weichem, samenreichem und honigartig süßem Fruchtfleisch; frisch oder ungesüßt getrocknet verwendbar. Vergleich: Obst (1.0000) in FRUIT. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FINGERROOT	Fingerwurz	APPLICABLE	0.3000	0.7500	CHANGED	SPICES	CUMIN	Semantik: Fingerartige Rhizome von Boesenbergia rotunda mit erdig-zitrischem, leicht pfeffrig-kampferartigem Aroma; frisch, tiefgekühlt oder in Lake verwendbar. Nicht Ingwer oder Galgant. Vergleich: Kreuzkümmel (0.7500) in SPICES. Entscheidungsgrund: Das einzelne Aroma ist klar festgelegt, kann aber über mehrere Gerichte, Techniken und Kombinationen eingesetzt werden; wie beim Anker bleibt ausreichend eigenständige Kochbreite.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FIRM_TOFU	fester Tofu	APPLICABLE	0.9000	0.7500	CHANGED	TOFU	TOFU	Semantik: Fester gepresster Tofu, der schneiden, braten und marinieren verträgt; nicht Seidentofu. Vergleich: Tofu (0.7500) in TOFU. Entscheidungsgrund: Die benannte Zutat ist gegenüber dem Oberbegriff konkretisiert, behält aber mehrere eigenständige Kochfunktionen und Zubereitungswege; die Familienüberschneidung rechtfertigt die maßvolle Verdichtung.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FISH	Fisch	APPLICABLE	0.8000	1.0000	CHANGED	SEAFOOD	SEAFOOD	Semantik: Offene Vorgabe für Speisefisch; Art, Fettgehalt, Zuschnitt und Frisch- oder Konservenform bleiben echte Auswahlentscheidungen. Vergleich: Fisch und Meeresfrüchte (1.0000) in SEAFOOD. Entscheidungsgrund: Die drawable Familienvorgabe lässt Art, Zuschnitt und Garmethode offen und bildet damit den breiten Referenzpunkt für konkrete Meeres- und Süßwasserprodukte.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FISH_MINT	Fischminze	APPLICABLE	0.1500	0.7500	CHANGED	FRESH_HERBS	BASIL	Semantik: Frische Fischminzenblätter mit intensiv kräuterigem, zitrisch-fischigem Aroma; vor allem roh in Kräutertellern, Salaten und zu Fleisch- oder Suppengerichten. Trotz des Namens keine Minzart. Vergleich: Basilikum (0.7500) in FRESH_HERBS. Entscheidungsgrund: Das konkrete intensive Kräuteraroma bleibt über Salate, Rollen, Suppen und Garnitur hinweg einsetzbar; es ist fachlich ein einzelnes frisches Kraut und keine vorgefertigte Würzmischung.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FISH_ROE	Fischrogen	APPLICABLE	0.3000	1.0000	CHANGED	FISH	FISH	Semantik: Offene Vorgabe für essbare Fischeier; Fischart, Körnung, Salzgrad und Verarbeitung bleiben offen. Vergleich: Fisch (1.0000) in FISH. Entscheidungsgrund: Die drawable Familienvorgabe lässt Art, Zuschnitt und Garmethode offen und bildet damit den breiten Referenzpunkt für konkrete Meeres- und Süßwasserprodukte.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FISH_SAUCE	Fischsauce	APPLICABLE	0.6000	0.5000	CHANGED	FERMENTED_SEASONINGS	FERMENTED_SEASONINGS	Semantik: Salzige fermentierte Würzsauce aus Fisch und Salz mit intensivem Umami; nicht Fischfond. Vergleich: fermentierte Würzzutat (1.0000) in FERMENTED_SEASONINGS. Entscheidungsgrund: Die fertige Würzform bringt ein eigenes Aroma- und häufig Texturprofil mit; gegenüber dem Anker ist sie eigenständig, beschränkt aber freie Würzung und Gerichtsausrichtung, weshalb die Familie kompakt auf dieser Stufe bleibt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FISH_STOCK	Fischfond	APPLICABLE	0.4000	0.7500	CHANGED	STOCKS	STOCKS	Semantik: Brühe oder Fond auf Basis von Fischgräten und -abschnitten; nicht Dashi oder Fischsauce. Vergleich: Brühe oder Fond (1.0000) in STOCKS. Entscheidungsgrund: Die benannte Zutat ist gegenüber dem Oberbegriff konkretisiert, behält aber mehrere eigenständige Kochfunktionen und Zubereitungswege; die Familienüberschneidung rechtfertigt die maßvolle Verdichtung.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FIVE_SPICE	Fünf-Gewürze-Pulver	APPLICABLE	0.4000	0.5000	CHANGED	SPICE_BLENDS	SPICE_BLENDS	Semantik: Chinesisch geprägte Gewürzmischung mit typischerweise Sternanis, Fenchel, Zimt, Nelke und Szechuanpfeffer; Mischungen variieren. Vergleich: Gewürzmischung (1.0000) in SPICE_BLENDS. Entscheidungsgrund: Die fertige Würzform bringt ein eigenes Aroma- und häufig Texturprofil mit; gegenüber dem Anker ist sie eigenständig, beschränkt aber freie Würzung und Gerichtsausrichtung, weshalb die Familie kompakt auf dieser Stufe bleibt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FLATBREAD	Fladenbrot	APPLICABLE	0.7000	1.0000	CHANGED	BREAD	BREAD	Semantik: Offene Familie flacher Brote, weich oder knusprig und mit oder ohne Triebmittel; konkrete Küche und Getreide bleiben offen. Vergleich: Brot oder Fladenbrot (1.0000) in BREAD. Entscheidungsgrund: Der drawable Oberbegriff lässt Getreideart oder konkrete Stärkeform und spätere Technik offen und bleibt deshalb der breite Referenzpunkt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FLATBROD	Flatbrød	APPLICABLE	0.4000	0.7500	CHANGED	FLATBREAD	FLATBREAD	Semantik: Sehr dünnes, trockenes und knuspriges norwegisches Fladenbrot nach Flatbrød-Art. Traditionelle Getreidebasis kann variieren. Nicht generisches Knäckebrot oder beliebiges weiches Fladenbrot. Vergleich: Fladenbrot (1.0000) in FLATBREAD. Entscheidungsgrund: Rezeptur, Verarbeitung und typische Textur sind bei diesem benannten Produkt bereits wesentlich festgelegt; die Eigenständigkeit bleibt erhalten, die Familienverdichtung begrenzt aber seine relative Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FLAXSEED	Leinsamen	APPLICABLE	0.5500	0.7500	CHANGED	SEEDS	SEEDS	Semantik: Leinsamen mit nussigem Geschmack und hoher Quell- beziehungsweise Bindefähigkeit; ganz oder geschrotet verwendbar. Vergleich: Kerne und Samen (1.0000) in SEEDS. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FLEUR_DE_SEL	Fleur de sel	APPLICABLE	0.3500	0.7500	CHANGED	SPICES	CUMIN	Semantik: Feine, an der Oberfläche von Salzgärten abgeschöpfte Meersalzkristalle nach Fleur-de-sel-Art; nicht gewöhnliches Tafelsalz und nicht beliebiges grobes Meersalz. Keine Herkunft aus Guérande wird vorausgesetzt. Vergleich: Kreuzkümmel (0.7500) in SPICES. Entscheidungsgrund: Das einzelne Aroma ist klar festgelegt, kann aber über mehrere Gerichte, Techniken und Kombinationen eingesetzt werden; wie beim Anker bleibt ausreichend eigenständige Kochbreite.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FLOUR	Mehl	APPLICABLE	0.5500	1.0000	CHANGED	STARCHES	STARCHES	Semantik: Offene Vorgabe für fein gemahlenes Getreide, Pseudogetreide oder Hülsenfrüchte; Rohstoff und Backeigenschaften bleiben wählbar. Vergleich: stärkehaltige Zutat oder Sättigungsbeilage (1.0000) in STARCHES. Entscheidungsgrund: Der drawable Oberbegriff lässt Getreideart oder konkrete Stärkeform und spätere Technik offen und bleibt deshalb der breite Referenzpunkt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
FLOWER_VEGETABLES	Blütengemüse	APPLICABLE	0.5000	1.0000	CHANGED	VEGETABLES	VEGETABLES	Semantik: Offene Vorgabe für Gemüse, dessen Blütenstand oder Blütenknospe im Mittelpunkt steht, etwa Brokkoli oder Artischocke. Vergleich: Gemüse (1.0000) in VEGETABLES. Entscheidungsgrund: Die Zeile ist eine breite drawable Rohstofffamilie und lässt Sorte sowie rohe, gegarte oder weiterverarbeitete Umsetzung offen; sie bleibt deshalb der volle Referenzpunkt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
