"concept_code"	"display_name"	"review_applicability"	"product_form_basis"	"proposed_availability_georgia"	"availability_note_georgia"	"availability_evidence_georgia"	"proposed_availability_tobias"	"availability_note_tobias"	"availability_evidence_tobias"	"review_flags"	"approval_status"
"GHEE"	"Ghee"	"APPLICABLE"	"Geklärtes Butterreinfett mit nussigem Aroma und hoher Hitzetoleranz; nahezu frei von Wasser und Milcheiweiß."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GINGER"	"Ingwer"	"APPLICABLE"	"Frisches Ingwer-Rhizom mit zitrischer Schärfe; nicht getrocknetes Ingwerpulver oder eingelegter Ingwer."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GIO_LUA"	"Giò lụa oder Chả lụa"	"APPLICABLE"	"Fein emulgierte vietnamesische Schweinewurst mit elastisch-glatter Textur, traditionell in Bananenblättern geformt und gedämpft. Gemeint ist die schlichte Giò-lụa-/Chả-lụa-Grundform, nicht gebratene Chả-Varianten oder grobe Sülzwurst."	"PLANNED"	"Georgia: Giò lụa ist über die konkret erreichbaren vietnamesisch-asiatischen Fachmärkte in Köln/Düsseldorf gezielt beschaffbar; eine solche Stadtfahrt bleibt geplant."	""	"SPECIALTY"	"Tobias: Giò lụa verlangt spezialisierten vietnamesischen Versand oder einen seltenen Rostocker Sortimentsfund; die gekühlte Wurst ist nicht verlässlich planbar."	"EV08|EV09"	"PERSON_DIFFERENCE"	"PROPOSED_FOR_HUMAN_REVIEW"
"GLASS_NOODLES"	"Glasnudeln"	"APPLICABLE"	"Transparente Nudeln aus Stärke, häufig Mungbohnen-, Süßkartoffel- oder Erbsenstärke; nicht Reisnudeln."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GNOCCHI"	"Gnocchi"	"APPLICABLE"	"Kleine weiche Klößchen, typischerweise auf Kartoffel- und Mehlbasis; gemeint ist das ungefüllte Grundprodukt."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GOAT"	"Ziegenfleisch"	"APPLICABLE"	"Ziegenfleisch mit kräftigem Eigengeschmack; Zuschnitt und Alter des Tieres bleiben offen."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GOAT_CHEESE"	"Ziegenkäse"	"APPLICABLE"	"Käse aus Ziegenmilch; Frischkäse, Weichkäse und gereifte feste Formen sind mögliche Ausprägungen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GOCHUGARU"	"Gochugaru"	"APPLICABLE"	"Koreanische grobe Chiliflocken mit fruchtigem Aroma und meist mittlerer Schärfe; nicht beliebige Chiliflocken."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GOCHUJANG"	"Gochujang"	"APPLICABLE"	"Koreanische fermentierte rote Chilipaste mit dicklicher Konsistenz sowie süß-scharfem, salzigem und umamireichem Profil."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"REFERENCE_ANCHOR"	"APPROVED_REFERENCE_ANCHOR"
"GOOSE"	"Gans"	"APPLICABLE"	"Gänsefleisch ohne Festlegung auf Brust, Keule oder ganzes Tier; fettreiche Haut ist ein typischer Bestandteil."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GOOSEBERRY"	"Stachelbeere"	"APPLICABLE"	"Stachelbeere mit fester Schale und süß-säuerlichem bis herbem Fruchtfleisch; Farbe und Reifegrad bleiben offen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GOUDA"	"Gouda"	"APPLICABLE"	"Halbfester bis fester Kuhmilchkäse nach Gouda-Art; Reifegrad reicht von mild-cremig bis kristallin-würzig."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GRAINS"	"Getreide oder Pseudogetreide"	"APPLICABLE"	"Offene Vorgabe für Getreide und kulinarisch vergleichbare Pseudogetreide; Art und Verarbeitungsgrad bleiben wählbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GRAPE"	"Weintrauben"	"APPLICABLE"	"Frische Weintrauben als süße, saftige Frucht; helle und dunkle sowie kernlose und kernhaltige Sorten sind umfasst."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GRAPEFRUIT"	"Grapefruit"	"APPLICABLE"	"Große Zitrusfrucht mit saftigem, deutlich bitter-säuerlichem Fruchtfleisch; Farbe und Sorte bleiben offen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GRAVLAX"	"Gravlax"	"APPLICABLE"	"Mit Salz, Zucker und meist Dill trocken gebeizter roher Lachs; nicht geräuchert und nicht gegart."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEK_YOGURT"	"griechischer Joghurt"	"APPLICABLE"	"Abgetropfter beziehungsweise besonders proteinreicher Joghurt mit dichter, cremiger Textur; Fettstufe bleibt offen, natur gemeint."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_ASPARAGUS"	"grüner Spargel"	"APPLICABLE"	"Grüner oberirdisch gewachsener Spargel mit kräftigerem, grasig-nussigem Aroma; Schälen ist meist nur am unteren Ende nötig."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_BEANS"	"grüne Bohnen"	"APPLICABLE"	"Junge essbare Bohnenhülsen mit knackiger Textur; vor dem Verzehr garen, nicht trockene Bohnenkerne."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_BELL_PEPPER"	"grüne Paprika"	"APPLICABLE"	"Unreif grün geerntete Gemüsepaprika mit herberem, grasigem Geschmack; nicht scharfe grüne Chili."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_PAPAYA"	"grüne Papaya"	"APPLICABLE"	"Unreife feste Papaya mit mildem Geschmack, als knackiges Gemüse verwendbar; nicht reife süße Papaya."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_PEAS"	"grüne Erbsen"	"APPLICABLE"	"Junge grüne Erbsen, frisch oder tiefgekühlt, mit süßlichem Geschmack; nicht getrocknete Spalterbsen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_PEPPER"	"grüne Pfefferkörner"	"APPLICABLE"	"Unreif geerntete Pfefferfrüchte, frisch, gefriergetrocknet oder in Lake; milder und frischer als schwarzer Pfeffer."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_RICE_FLAKES"	"Cốm oder grüne Reisflocken"	"APPLICABLE"	"Aus jungen, noch grünen Klebreiskörnern geröstete und flachgestampfte vietnamesische Reisflocken mit zart nussigem, leicht süßlichem Aroma. Pur, in Süßspeisen, Kuchen oder als Panierung verwendbar; nicht gefärbte reife Reisflocken."	"SPECIALTY"	"Georgia: Die definierte Produktform verlangt einen spezialisierten Anbieter beziehungsweise eine gezielte Fahrt nach Köln oder Düsseldorf, ist über diesen Weg aber mit vernünftiger Zuverlässigkeit beschaffbar."	"EV08|EV09"	"SPECIALTY"	"Tobias: Die definierte Produktform verlangt spezialisierten deutschen beziehungsweise europäischen Versand oder einen seltenen Fachanbieter; eine Georgienreise ist nur für haltbare passende Ware ein möglicher Zusatzweg."	"EV08|EV09"	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_SPLIT_PEAS"	"grüne Schälerbsen"	"APPLICABLE"	"Getrocknete grüne geschälte und halbierte Erbsen mit mild-erdigem Geschmack; nicht gelbe Schälerbsen oder frische grüne Erbsen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_TEA"	"grüner Tee"	"APPLICABLE"	"Nicht oder nur wenig oxidierter Tee mit grasigem bis nussigem Profil; Sorte, Blattgrad und Röstung bleiben offen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GRUYERE"	"Gruyère"	"APPLICABLE"	"Fester gereifter Kuhmilchkäse nach Gruyère-Art mit nussig-würzigem Aroma und guter Schmelzeignung."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GUAVA"	"Guave"	"APPLICABLE"	"Tropische Frucht mit intensiv duftendem, süß-säuerlichem Fruchtfleisch und vielen essbaren Kernen."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"HABANERO"	"Habanero"	"APPLICABLE"	"Sehr scharfe frische Chili mit ausgeprägt fruchtigem Aroma; Farbe und konkrete Habanero-Sorte bleiben offen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
