"concept_code","display_name","challenge_specificity","direct_parent_codes","direct_child_codes","curator_note","review_applicability"
"POULTRY","Geflügel","OPEN","MEAT","CHICKEN|DUCK|FOIE_GRAS|GOOSE|QUAIL|TURKEY","Offene Vorgabe für Geflügelfleisch wie Hähnchen, Ente, Gans oder Pute; Tierart und Zuschnitt bleiben wählbar.","APPLICABLE"
"PRESERVED_FISH","konservierter Fisch","OPEN","FISH","CANNED_SARDINES|CANNED_TUNA|DRIED_FISH|GRAVLAX|KLIPPFISH|LUTEFISK|MATJES|PICKLED_HERRING|RAKFISK|SMOKED_SALMON|SMOKED_TROUT","Offene Familie durch Salz, Trocknung, Räuchern, Einlegen oder Konservieren haltbar gemachter Fischprodukte.","APPLICABLE"
"PRESERVED_LEMON","Salzzitrone","SPECIFIC","LEMON|PRESERVED_PRODUCE","","In Salzlake gereifte ganze oder geteilte Zitrone mit weicher Schale und intensiv salzig-zitrischem Aroma.","APPLICABLE"
"PRESERVED_PRODUCE","konservierte pflanzliche Zutat","OPEN","","AJVAR|CANNED_CHAMPIGNONS|CAPERS|CLOUDBERRY_PRESERVES|FERMENTED_CUCUMBER|KIMCHI|LIEGE_SYRUP|LINGONBERRY_PRESERVES|MEMBRILLO|NORA_PEPPER|OLIVES|PICKLED_CHILI|PICKLED_CUCUMBER|PICKLED_GINGER|PLUM_BUTTER|PRESERVED_LEMON|ROASTED_RED_PEPPER|SAUERKRAUT","Offene Vorgabe für eingelegtes, fermentiertes, getrocknetes oder anderweitig konserviertes pflanzliches Produkt.","APPLICABLE"
"PRETZEL","Laugenbrezel","SPECIFIC","BREAD","","Herzhafte Laugenbrezel als gebackenes Einzelprodukt; nicht süße Brezel, Salzbrezel-Snack oder beliebiges Laugengebäck.","APPLICABLE"
"PROSCIUTTO","Prosciutto","SPECIFIC","HAM","","Italienischer luftgetrockneter Rohschinken nach Prosciutto-crudo-Art; dünn geschnitten oder als Kochzutat verwendbar.","APPLICABLE"
"PRUNE","Trockenpflaumen","SPECIFIC","DRIED_FRUIT|PLUM","","Getrocknete Pflaume mit konzentrierter Süße und weicher bis zäher Textur; entsteint oder mit Stein verwendbar.","APPLICABLE"
"PUL_BIBER","Pul Biber","SPECIFIC","CHILI_FLAKES","","Türkisch geprägte grobe Chiliflocken, häufig mild bis mittelscharf und leicht ölig; Aleppo-Stil ist eine mögliche Ausprägung.","APPLICABLE"
"PUMPERNICKEL","Pumpernickel","SPECIFIC","RYE_BREAD","","Sehr dunkles, dichtes Vollkorn-Roggenbrot nach Pumpernickel-Art mit charakteristisch langer Backzeit; nicht beliebiges dunkles Roggenbrot.","APPLICABLE"
"PUMPKIN","Kürbis","SPECIFIC","FRUIT_VEGETABLES","BUTTERNUT_SQUASH|HOKKAIDO_SQUASH|SPAGHETTI_SQUASH","Speisekürbis mit festem bis cremigem Fruchtfleisch; die konkrete Sorte bleibt wählbar.","APPLICABLE"
"PUMPKIN_SEEDS","Kürbiskerne","SPECIFIC","SEEDS","","Grüne geschälte oder ganze Kürbiskerne mit nussigem Aroma; roh oder geröstet verwendbar.","APPLICABLE"
"PURSLANE","Portulak","SPECIFIC","LEAFY_GREENS","","Portulak mit fleischigen Blättern, frischer Säure und leicht salzigem Geschmack; roh oder kurz gegart verwendbar.","APPLICABLE"
"QUAIL","Wachtel","SPECIFIC","POULTRY","","Wachtelfleisch als kleines, aromatisches Geflügel; ganz oder in Teilstücken verwendbar.","APPLICABLE"
"QUAIL_EGG","Wachtelei","SPECIFIC","EGGS","","Kleines gesprenkeltes Wachtelei mit höherem Eigelbanteil; frisch zu garen, nicht eingelegt.","APPLICABLE"
"QUARK","Quark","SPECIFIC","CULTURED_DAIRY","TWAROG","Frischer säuerlicher Milchbruch mit magerer bis cremiger Konsistenz; Fettstufe bleibt offen.","APPLICABLE"
"QUINCE","Quitte","SPECIFIC","POME_FRUIT","MEMBRILLO","Quitte mit festem, roh herbem und beim Garen floral-aromatischem Fruchtfleisch; meist gegart verwendet.","APPLICABLE"
"QUINOA","Quinoa","SPECIFIC","GRAINS","","Glutenfreies Pseudogetreide mit kleinen Samen und leicht nussigem Geschmack; helle, rote und schwarze Sorten sind umfasst.","APPLICABLE"
"RABBIT","Kaninchen","SPECIFIC","GAME_MEAT","","Kaninchenfleisch mit magerem, mildem Geschmack; ganzes Tier oder Teilstücke sind verwendbar, unabhängig von Haus- oder Wildhaltung.","APPLICABLE"
"RADICCHIO","Radicchio","SPECIFIC","SALAD_GREENS","","Rot-weißer Blattsalat aus der Zichorienfamilie mit markanter Bitterkeit; roh oder gegart verwendbar.","APPLICABLE"
"RADISH","Rettich","SPECIFIC","ROOT_VEGETABLES","DAIKON","Offene Rettichvorgabe von kleinen Radieschen bis größeren weißen oder schwarzen Rettichen; Schärfe und Form bleiben wählbar.","APPLICABLE"
"RAISIN","Rosinen","SPECIFIC","DRIED_FRUIT|GRAPE","","Getrocknete Weintrauben mit konzentrierter Süße; helle und dunkle sowie kleine und große Formen sind umfasst.","APPLICABLE"
"RAKFISK","Rakfisk","SPECIFIC","PRESERVED_FISH","","Professionell hergestellter, gesalzener und fermentierter Süßwasserfisch nach Rakfisk-Art. Gemeint ist ein handelsübliches verzehrfertiges Produkt; keine Aufforderung zur häuslichen Fischfermentation.","APPLICABLE"
"RAMEN_NOODLES","Ramennudeln","SPECIFIC","NOODLES","","Japanische Weizennudeln für Ramen, typischerweise alkalisch und elastisch; frisch, getrocknet oder vorgegart verwendbar.","APPLICABLE"
"RAS_EL_HANOUT","Ras el-Hanout","SPECIFIC","SPICE_BLENDS","","Nordafrikanische Gewürzmischung aus zahlreichen warmen, erdigen und floralen Gewürzen; Rezeptur variiert stark.","APPLICABLE"
"RASPBERRY","Himbeere","SPECIFIC","BERRIES","","Himbeere mit zarter Struktur und süß-säuerlichem Aroma; frisch oder ungesüßt tiefgekühlt verwendbar.","APPLICABLE"
"RAZOR_CLAMS","Schwertmuscheln","SPECIFIC","BIVALVES","","Längliche Schwert- beziehungsweise Messermuscheln mit zartem, leicht süßlichem Fleisch; frisch oder ausgelöst verwendbar.","APPLICABLE"
"READY_CURRY_PASTE","fertige Currypaste","OPEN","READY_SAUCES_AND_PASTES","LAKSA_PASTE|MASSAMAN_CURRY_PASTE|RENDANG_PASTE|THAI_GREEN_CURRY_PASTE|THAI_RED_CURRY_PASTE|THAI_YELLOW_CURRY_PASTE","Offene Familie verzehrfertiger Currypasten mit bereits kombinierter Gewürz- und Aromatenbasis; Küche, Farbe und Schärfe bleiben offen.","APPLICABLE"
"READY_SAUCES_AND_PASTES","fertige Sauce oder Würzpaste","OPEN","SAUCES_AND_PASTES","AIOLI|AJVAR|ALIGUE|BAGOONG|BANANA_KETCHUP|BARBECUE_SAUCE|CHILI_CONDIMENTS|COM_ME|DOENJANG|FISH_SAUCE|FRANKFURT_GREEN_SAUCE|HOISIN_SAUCE|KETCHUP|MAGGI_SEASONING|MAM_NEM|MAYONNAISE|MISO|MOLE_PASTE|MUSTARD|OYSTER_SAUCE|PEANUT_SATAY_SAUCE|PESTO|PLA_RA|PONZU|READY_CURRY_PASTE|REMOULADE|ROMESCO|SALSA|SHRIMP_PASTE|SOY_SAUCE|TAI_PLA|TAPENADE|TERIYAKI_SAUCE|TOMATO_SAUCE|VIETNAMESE_SOYBEAN_PASTE|WORCESTERSHIRE_SAUCE|XO_SAUCE|YEAST_EXTRACT","Offene Familie gebrauchsfertiger Saucen, Würzen und Pasten mit bereits zusammengesetztem Geschmacksprofil.","NOT_APPLICABLE_STRUCTURE"
"RED_BELL_PEPPER","rote Paprika","SPECIFIC","BELL_PEPPER","ROASTED_RED_PEPPER","Reif rote Gemüsepaprika mit süßem, fruchtigem Geschmack; frisch gemeint, nicht geröstete Konserve.","APPLICABLE"
"RED_CABBAGE","Rotkohl","SPECIFIC","CABBAGE_VEGETABLES","","Rotkohl mit festen violetten Blättern und leicht pfeffrigem Geschmack; roh, geschmort oder fermentiert verwendbar.","APPLICABLE"
"RED_CURRANT","rote Johannisbeere","SPECIFIC","BERRIES","","Rote Johannisbeere mit klarer Säure und saftigem Fruchtfleisch; frisch oder ungesüßt tiefgekühlt.","APPLICABLE"
"RED_LENTILS","rote Linsen","SPECIFIC","LENTILS","","Geschälte rote Linsen, die schnell garen und meist cremig zerfallen; nicht formstabile ganze Linsen.","APPLICABLE"
"RED_ONION","rote Zwiebel","SPECIFIC","ONION","","Rote Zwiebel mit milderer Schärfe und violetter Farbe; roh und gegart verwendbar.","APPLICABLE"
"RED_WINE","Rotwein","SPECIFIC","COOKING_ALCOHOL","","Rotwein als Kochzutat; Rebsorte, Körper und Trockenheitsgrad bleiben offen, kein aromatisiertes Weingetränk.","APPLICABLE"
"RED_WINE_VINEGAR","Rotweinessig","SPECIFIC","VINEGAR","","Aus Rotwein vergorener Essig mit fruchtig-herber Säure; nicht Rotwein oder Balsamico.","APPLICABLE"
"REDFISH","Rotbarsch","SPECIFIC","WHITE_FISH","","Rotbarsch mit festem, mildem und relativ magerem Fleisch; meist als Filet erhältlich.","APPLICABLE"
"REINDEER","Rentierfleisch","SPECIFIC","GAME_MEAT","","Rentierfleisch als frisches oder tiefgekühltes Fleischstück beziehungsweise geeignetes Gulasch-/Geschnetzeltesfleisch. Nicht Rentierwurst, Trockenfleisch oder ein bereits zubereitetes Rentiergericht.","APPLICABLE"
"REMOULADE","Remoulade","SPECIFIC","READY_SAUCES_AND_PASTES","","Würzige mayonnaiseartige Sauce mit typischerweise Gurken/Pickles, Senf, Kräutern und weiteren Würzzutaten; konkrete Rezepturen können variieren.","APPLICABLE"
"RENDANG_PASTE","Rendang-Paste","SPECIFIC","READY_CURRY_PASTE","","Konzentrierte Gewürzpaste für Rendang mit Chili, Aromaten und Gewürzen; nicht das fertige Schmorgericht.","APPLICABLE"
"RHUBARB","Rhabarber","SPECIFIC","STEM_VEGETABLES","","Fleischige saure Blattstiele des Rhabarbers; nur die Stiele verwenden, nicht die Blätter.","APPLICABLE"
"RICE","Reis","SPECIFIC","GRAINS","BASMATI_RICE|BOMBA_RICE|BROKEN_RICE|BROWN_RICE|JASMINE_RICE|RISOTTO_RICE|STICKY_RICE|SUSHI_RICE","Reiskorn als Kochzutat; Sorte, Kornlänge, Vollkornanteil und Klebrigkeit bleiben bewusst wählbar.","APPLICABLE"
"RICE_CAKES","koreanische Reiskuchen","SPECIFIC","RICE_PRODUCTS","","Koreanische Reiskuchen nach Tteok-Art mit zäher, elastischer Textur; Form und frisch oder tiefgekühlt bleiben offen.","APPLICABLE"
"RICE_FLOUR","Reismehl","SPECIFIC","FLOUR|RICE_PRODUCTS","","Fein gemahlener Reis, weiß oder als Vollkorn; nicht reine Reisstärke.","APPLICABLE"
"RICE_NOODLES","Reisnudeln","SPECIFIC","NOODLES|RICE_PRODUCTS","","Nudeln überwiegend auf Reisbasis; Breite, Form und Frisch- oder Trockenware bleiben offen.","APPLICABLE"
"RICE_PADDY_HERB","Reisfeldkraut","SPECIFIC","FRESH_HERBS","","Frisches Reisfeldkraut (ngò om beziehungsweise ngổ) mit zitrischem und leicht kümmelartigem Aroma; besonders für saure Suppen und Brühen. Nicht vietnamesischer Koriander oder Culantro.","APPLICABLE"
"RICE_PAPER","Reispapier","SPECIFIC","DUMPLING_WRAPPERS|RICE_PRODUCTS","","Dünne trockene Blätter auf Reisbasis zum Einweichen und Rollen; nicht essbares Dekorpapier.","APPLICABLE"
"RICE_PRODUCTS","Reisprodukt","OPEN","STARCHES","COM_ME|GREEN_RICE_FLAKES|RICE_CAKES|RICE_FLOUR|RICE_NOODLES|RICE_PAPER|WILD_RICE","Offene Vorgabe für verarbeitete Reisprodukte wie Nudeln, Reiskuchen, Mehl oder Papier; gewöhnliches Reiskorn bleibt getrennt.","APPLICABLE"
"RICE_VINEGAR","Reisessig","SPECIFIC","VINEGAR","","Milder Essig aus Reis beziehungsweise Reiswein; helle und dunklere regionale Varianten sind möglich.","APPLICABLE"
"RICOTTA","Ricotta","SPECIFIC","CHEESE","","Milder italienischer Molkenfrischkäse mit körnig-cremiger Textur; Kuh-, Schaf- oder andere Milchbasis möglich.","APPLICABLE"
"RILLETTES","Rillettes","OPEN","MEAT","","Offene Familie langsam gegarter und zerfaserter Fleischaufstriche nach Rillettes-Art, insbesondere aus Schwein, Ente oder Gans. Fisch-Rillettes und gewöhnliche Leberpastete sind ausdrücklich nicht gemeint.","APPLICABLE"
"RISOTTO_RICE","Risottoreis","SPECIFIC","RICE","","Stärkereiche mittel- bis kurzkörnige Reissorte für cremiges Risotto, etwa Arborio oder Carnaroli.","APPLICABLE"
"ROASTED_RED_PEPPER","geröstete Paprika","SPECIFIC","PRESERVED_PRODUCE|RED_BELL_PEPPER","PIQUILLO_PEPPER","Geröstete und gehäutete rote Paprika, frisch zubereitet oder schlicht in Glas beziehungsweise Öl konserviert.","APPLICABLE"
"ROD_POLSE","Rød pølse","SPECIFIC","PORK|SAUSAGE","","Dänische rote Hotdog-/Brühwurst (rød pølse), typischerweise aus Schweinefleisch, gekocht und geräuchert; nicht generisch jede rot gefärbte Wurst.","APPLICABLE"
"ROMAINE_LETTUCE","Römersalat","SPECIFIC","SALAD_GREENS","","Römersalat mit länglichen kräftigen Blättern und knackiger Mittelrippe; roh oder gegrillt verwendbar.","APPLICABLE"
"ROMANESCO","Romanesco","SPECIFIC","CABBAGE_VEGETABLES|FLOWER_VEGETABLES","","Hellgrünes Kohlgemüse mit fraktal geformtem Blütenstand und mild-nussigem Geschmack; nicht Brokkoli.","APPLICABLE"
"ROMESCO","Romesco-Sauce","SPECIFIC","READY_SAUCES_AND_PASTES","","Katalanische Sauce auf Basis gerösteter Paprika beziehungsweise Ñora, Tomate, Nüssen, Öl und Säure; genaue Nussmischung und Brotanteil können variieren. Nicht Ajvar oder allgemeine Paprikasauce.","APPLICABLE"
"ROOKWORST","Rookworst","SPECIFIC","SAUSAGE","","Niederländische geräucherte Koch- oder Brühwurst; die Fleischzusammensetzung kann variieren und muss nicht ausschließlich aus Schweinefleisch bestehen.","APPLICABLE"
"ROOT_VEGETABLES","Wurzel- und Knollengemüse","OPEN","VEGETABLES","BEETROOT|CARROT|CASSAVA|CELERIAC|HORSERADISH|JERUSALEM_ARTICHOKE|LOTUS_ROOT|PARSLEY_ROOT|PARSNIP|POTATO|RADISH|RUTABAGA|SWEET_POTATO|TARO|TURNIP|WATER_CHESTNUT|YAM","Offene Vorgabe für kulinarisch genutzte Wurzeln und Knollen; Art, Stärkegehalt und Süße bleiben wählbar.","APPLICABLE"
"ROQUEFORT","Roquefort","SPECIFIC","BLUE_CHEESE","","Französischer Blauschimmelkäse aus Schafmilch nach Roquefort-AOP; kräftig, salzig und ausgeprägt würzig. Nicht generischer Blauschimmelkäse.","APPLICABLE"
"ROSEMARY","Rosmarin","SPECIFIC","FRESH_HERBS","","Rosmarinnadeln mit harzigem, kampferartigem Aroma; frisch oder getrocknet sparsam verwendbar.","APPLICABLE"
"RUM","Rum","SPECIFIC","COOKING_ALCOHOL","","Spirituose aus Zuckerrohrprodukten; weißer, goldener oder dunkler Rum und Süßegrad bleiben offen.","APPLICABLE"
"RUTABAGA","Steckrübe","SPECIFIC","ROOT_VEGETABLES","","Steckrübe mit dichtem gelblichem Fleisch und mild erdig-süßlichem Kohlaroma; nicht Speiserübe.","APPLICABLE"
"RYE_BREAD","Roggenbrot","SPECIFIC","BREAD","PUMPERNICKEL","Brot mit Roggen als prägendem Getreide; Misch- und Vollkornformen sind umfasst, Sauerteig wird nicht zwingend vorausgesetzt.","APPLICABLE"
"RYE_FLOUR","Roggenmehl","SPECIFIC","FLOUR","","Mehl aus Roggen mit kräftigem Getreidearoma; Ausmahlungsgrad bleibt offen.","APPLICABLE"
"SAFFRON","Safran","SPECIFIC","SPICES","","Getrocknete Safranfäden beziehungsweise Narben mit intensiv floral-honigartigem Aroma und starker gelber Färbekraft; sparsam dosieren.","APPLICABLE"
"SAGE","Salbei","SPECIFIC","FRESH_HERBS","","Salbeiblätter mit kräftig herbem, kampferartigem Aroma; frisch oder getrocknet und meist sparsam verwendet.","APPLICABLE"
"SAI_UA","Sai Ua","SPECIFIC","PORK|SAUSAGE","","Nordthailändische grobe Schweinewurst mit Zitronengras, Makrut-Limettenblatt, Chili und weiteren Kräutern; meist gegrillt und aromatisch-intensiv. Nicht mit der fermentierten Sai Krok Isan gleichsetzen.","APPLICABLE"
"SAKE","Sake","SPECIFIC","COOKING_ALCOHOL","","Japanisches vergorenes Reisgetränk; trocken bis süß und als Kochsake oder Trinkqualität verwendbar, nicht Mirin.","APPLICABLE"
"SALAD_GREENS","Blattsalat","OPEN","LEAFY_GREENS","ARUGULA|CHICORY|ENDIVE|LAMBS_LETTUCE|LETTUCE|RADICCHIO|ROMAINE_LETTUCE","Offene Vorgabe für roh geeignete Blattsalate; Sorte, Bitterkeit und Blattstruktur bleiben wählbar.","APPLICABLE"
"SALAMI","Salami","SPECIFIC","CURED_MEAT|PORK|SAUSAGE","","Luftgetrocknete beziehungsweise gereifte Rohwurst der Salami-Familie; Tierart, Körnung und Würzung können variieren.","APPLICABLE"
"SALMON","Lachs","SPECIFIC","OILY_FISH","GRAVLAX|SMOKED_SALMON","Lachs als fettreicher Fisch mit festem, saftigem Fleisch; frisch oder tiefgekühlt, nicht bereits geräuchert oder gebeizt.","APPLICABLE"
"SALMON_ROE","Lachsrogen","SPECIFIC","FISH_ROE","","Lachsrogen mit großen orangefarbenen, salzig platzenden Eiern; meist gesalzen als Ikura erhältlich.","APPLICABLE"
"SALSA","Salsa","SPECIFIC","READY_SAUCES_AND_PASTES","","Fertige oder frisch zubereitete mexikanisch geprägte Würzsauce; Tomaten-, Chili-, Frucht- und Rohvarianten sind möglich.","APPLICABLE"
"SALTED_DUCK_EGG","gesalzenes Entenei","SPECIFIC","DUCK_EGG","","Durch Salz beziehungsweise Lake konserviertes Entenei, philippinisch insbesondere als itlog na maalat bekannt. Gemeint ist das ganze Ei; nicht Balut und nicht Salted-Egg-Pulver oder bloßes Salted-Egg-Aroma.","APPLICABLE"
"SALTY_LIQUORICE","Salzlakritz","SPECIFIC","LIQUORICE","","Salzige Lakritzware mit Süßholz und typischerweise Salmiak (Ammoniumchlorid); bewusst von allgemeiner beziehungsweise rein süßer Lakritzware abgegrenzt.","APPLICABLE"
"SAMBAL","Sambal","SPECIFIC","CHILI_CONDIMENTS","SAMBAL_BRANDAL|SAMBAL_OELEK","Chilipaste oder Chilisauce mit je nach Variante unterschiedlicher Schärfe, Konsistenz und Aromatik; nicht auf Sambal Oelek beschränkt.","APPLICABLE"
"SAMBAL_BRANDAL","Sambal Brandal","SPECIFIC","SAMBAL","","Gebratenes indonesisches Sambal mit Chili, Aromaten und häufig süßlich-würziger Tiefe; nicht Sambal Oelek.","APPLICABLE"
"SAMBAL_OELEK","Sambal Oelek","SPECIFIC","SAMBAL","","Schlichte grobe Chilipaste vor allem aus roten Chilis, Salz und Säure; nicht süßes oder komplex gebratenes Sambal.","APPLICABLE"
"SARDINES","Sardinen","SPECIFIC","OILY_FISH","CANNED_SARDINES","Sardinen als kleine fettreiche Meeresfische; frisch oder tiefgekühlt, Dosenware ist eine eigene Produktform.","APPLICABLE"
"SAUCES_AND_PASTES","Sauce, Würzmittel oder Paste","OPEN","","FERMENTED_SEASONINGS|NUT_AND_SEED_PASTES|READY_SAUCES_AND_PASTES","Offene Vorgabe für Saucen, Würzmittel und Pasten, die ein Gericht geschmacklich prägen; konkrete Basis bleibt offen.","APPLICABLE"
"SAUERKRAUT","Sauerkraut","SPECIFIC","PRESERVED_PRODUCE","","Milchsauer fermentierter fein geschnittener Weißkohl mit deutlicher Säure; roh oder gegart verwendbar.","APPLICABLE"
"SAUSAGE","Wurst","OPEN","MEAT","BLOOD_SAUSAGE|BRATWURST|CHORIZO|GIO_LUA|LEBERKAESE|LIVER_SAUSAGE|LONGGANISA|MERGUEZ|NDUJA|PICKLED_SAUSAGE|ROD_POLSE|ROOKWORST|SAI_UA|SALAMI|SOBRASADA|WHITE_SAUSAGE","Offene Wurstfamilie; Tierart, Brüh-, Koch-, Brat- oder Reifeform und Würzung bleiben bewusst wählbar.","APPLICABLE"
"SAVOY_CABBAGE","Wirsing","SPECIFIC","CABBAGE_VEGETABLES","","Wirsing mit gekräuselten zarten Blättern und mild-würzigem Kohlaroma; roh nur bei zarten Blättern, sonst gegart.","APPLICABLE"
"SCALLOPS","Jakobsmuscheln","SPECIFIC","BIVALVES","","Jakobsmuscheln mit festem, süßlichem Muskelfleisch; mit oder ohne Rogen und frisch oder tiefgekühlt verwendbar.","APPLICABLE"
"SEA_BASS","Wolfsbarsch","SPECIFIC","WHITE_FISH","","Wolfsbarsch mit mildem, festem und magerem Fleisch; ganz oder als Filet verwendbar.","APPLICABLE"
"SEA_BREAM","Dorade","SPECIFIC","WHITE_FISH","","Dorade beziehungsweise Meerbrasse mit festem, mildem Fleisch; ganz oder als Filet verwendbar.","APPLICABLE"
"SEA_SNAILS","Meeresschnecken","OPEN","EDIBLE_SNAILS|SHELLFISH","","Offene Vorgabe für kulinarisch verwendete Meeresschnecken; Art, Größe und Zuschnitt bleiben wählbar. Nicht Muscheln, Tintenfische oder Landschnecken.","APPLICABLE"
"SEAFOOD","Fisch und Meeresfrüchte","OPEN","","CUTTLEFISH|FISH|OCTOPUS|SHELLFISH|SQUID","Offene Vorgabe für Fisch und essbare Meerestiere; konkrete Tiergruppe, Fettgehalt und Produktform bleiben wählbar.","APPLICABLE"
"SEAWEED","Algen","OPEN","VEGETABLES","DULSE|HIJIKI|KOMBU|NORI|WAKAME","Essbare Meeresalgen; konkrete Arten und Produkte können geschmacklich stark variieren.","APPLICABLE"
"SEEDS","Kerne und Samen","OPEN","","CHIA_SEEDS|EGUSI_SEEDS|FLAXSEED|HEMP_SEEDS|LOTUS_SEEDS|PINE_NUT|POPPY_SEEDS|PUMPKIN_SEEDS|SESAME_SEEDS|SUNFLOWER_SEEDS","Offene Vorgabe für kulinarisch genutzte Kerne und Samen; Sorte, Röstung und Zerkleinerung bleiben wählbar.","APPLICABLE"
"SEITAN","Seitan","SPECIFIC","PLANT_PROTEIN_PRODUCTS","","Festes proteinreiches Lebensmittel aus ausgewaschenem oder isoliertem Weizengluten; natur oder neutral vorgewürzt verwendbar.","APPLICABLE"
"SEMOLINA","Hartweizengrieß","SPECIFIC","GRAINS","","Körniger Hartweizengrieß für Teige, Breie oder Bindung; nicht feines Weizenmehl.","APPLICABLE"
"SERRANO_CHILI","Serrano-Chili","SPECIFIC","CHILI","","Schlanke frische Serrano-Chili mit mittlerer bis hoher Schärfe und frischem grünen Aroma.","APPLICABLE"
"SERRANO_HAM","Serrano-Schinken","SPECIFIC","HAM","","Spanischer luftgetrockneter Rohschinken nach Serrano-Art; nicht italienischer Prosciutto.","APPLICABLE"
"SESAME_OIL","Sesamöl","SPECIFIC","OILS","","Öl aus Sesam; geröstetes Öl ist intensiv würzend, helles ungeröstetes Öl milder und hitzetauglicher.","APPLICABLE"
"SESAME_SEEDS","Sesam","SPECIFIC","SEEDS","TAHINI","Sesamsamen mit nussigem Aroma; hell oder schwarz, roh oder geröstet verwendbar.","APPLICABLE"
"SHALLOT","Schalotte","SPECIFIC","ALLIUM_VEGETABLES","","Kleine längliche Schalotte mit feinerem, milderem Zwiebelaroma; nicht Frühlingszwiebel.","APPLICABLE"
"SHAOXING_WINE","Shaoxing-Reiswein","SPECIFIC","COOKING_ALCOHOL","","Chinesischer fermentierter Reiswein nach Shaoxing-Art mit nussig-oxidativem Aroma; als Kochwein, nicht Reisessig.","APPLICABLE"
"SHELLFISH","Schalen- und Krustentiere","OPEN","SEAFOOD","BIVALVES|CRUSTACEANS|FRESHWATER_SNAILS|SEA_SNAILS","Offene Vorgabe für Schalen- und Krustentiere, insbesondere Krebstiere und zweischalige Muscheln.","APPLICABLE"
"SHERRY","Sherry","SPECIFIC","COOKING_ALCOHOL","","Aufgespriteter spanischer Wein nach Sherry-Art; trocken-oxidative bis süße Stile sind je nach Gericht möglich.","APPLICABLE"
"SHERRY_VINEGAR","Sherryessig","SPECIFIC","VINEGAR","","Aus Sherrywein erzeugter gereifter Essig mit nussig-komplexer Säure; nicht Sherry oder Rotweinessig.","APPLICABLE"
"SHIITAKE","Shiitake","SPECIFIC","MUSHROOMS","","Shiitake mit fleischigem Biss und kräftigem Umami; frisch oder getrocknet, wobei Trockenware intensiver schmeckt.","APPLICABLE"
"SHIMEJI","Shimeji","SPECIFIC","MUSHROOMS","","Büschelig wachsende japanische Zuchtpilze mit festem Biss und mild-nussigem Aroma; braune und weiße Formen sind umfasst.","APPLICABLE"
"SHIRATAKI","Shirataki-Nudeln","SPECIFIC","NOODLES","","Transparente, sehr stärkearme Nudeln aus Konjak mit elastischem Biss; nicht Glas- oder Reisnudeln.","APPLICABLE"
"SHRIMP","Garnelen","SPECIFIC","CRUSTACEANS","DRIED_SHRIMP|NORTHERN_PRAWN|NORTH_SEA_SHRIMP","Garnelen als Krebstiere mit festem, leicht süßlichem Fleisch; Größe, Schale und frisch oder tiefgekühlt bleiben offen.","APPLICABLE"
"SHRIMP_PASTE","Garnelenpaste","SPECIFIC","FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES","BAGOONG_ALAMANG|BELACAN|MAM_RUOC|MAM_TOM","Offene Familie fermentierter Garnelenpasten mit sehr intensivem salzigem Umami; regionale feste und weiche Formen sind umfasst.","APPLICABLE"
"SICHUAN_PEPPER","Szechuanpfeffer","SPECIFIC","SPICES","","Aromatische Samenkapseln verschiedener Zanthoxylum-Arten mit zitrischem Duft und prickelnd-betäubender Wirkung; kein echter Pfeffer.","APPLICABLE"
"SILKEN_TOFU","Seidentofu","SPECIFIC","TOFU","","Sehr weicher, kaum gepresster Tofu mit glatter puddingartiger Textur; nicht fester Tofu.","APPLICABLE"
"SLIVOVICE","Sliwowitz","SPECIFIC","COOKING_ALCOHOL","","Pflaumenbrand als generische Spirituosenart; nicht auf eine Marke beschränkt und nicht mit Pflaumenlikör gleichsetzen.","APPLICABLE"
"SMOKED_PAPRIKA","geräuchertes Paprikapulver","SPECIFIC","PAPRIKA_POWDER","","Geräuchertes Paprikapulver mit süßer bis scharfer Ausprägung und deutlichem Raucharoma.","APPLICABLE"
"SMOKED_SALMON","Räucherlachs","SPECIFIC","PRESERVED_FISH|SALMON","","Heiß- oder kaltgeräucherter Lachs mit salzigem Raucharoma; nicht bloß gebeizter Gravlax.","APPLICABLE"
"SMOKED_TOFU","Räuchertofu","SPECIFIC","TOFU","","Fester Tofu mit deutlichem Raucharoma, durch Räuchern oder entsprechende Verarbeitung; nicht fermentierter Tofu.","APPLICABLE"
"SMOKED_TROUT","Räucherforelle","SPECIFIC","PRESERVED_FISH|TROUT","","Geräucherte Forelle, ganz oder als Filet, mit festem Fleisch und mildem Raucharoma.","APPLICABLE"
"SOBA","Soba","SPECIFIC","NOODLES","","Japanische dünne Nudeln mit Buchweizen als typischem Teigbestandteil; Buchweizenanteil und Beimischung von Weizen können variieren.","APPLICABLE"
"SOBRASADA","Sobrasada","SPECIFIC","CURED_MEAT|PORK|SAUSAGE","","Streichfähige, mit Paprika gewürzte luftgereifte Rohwurst der Balearen, typischerweise aus Schweinefleisch; nicht Chorizo und nicht ’Nduja.","APPLICABLE"
"SOLE","Seezunge","SPECIFIC","WHITE_FISH","","Seezunge als feiner magerer Plattfisch mit zartem, festem Fleisch; nicht Scholle.","APPLICABLE"
"SOUR_CHERRY","Sauerkirsche","SPECIFIC","CHERRY","","Sauerkirsche mit deutlich höherer Säure als Süßkirsche; frisch, tiefgekühlt oder ungesüßt konserviert verwendbar.","APPLICABLE"
