concept_code,display_name,active,random_draw_enabled,challenge_specificity,current_cooking_novelty,current_availability_georgia,current_availability_tobias,current_base_draw_weight,direct_parent_codes,direct_child_codes,curator_note,proposed_review_applicability,proposed_cooking_novelty,proposed_availability_georgia,proposed_availability_tobias,proposed_base_draw_weight_review,review_rationale,evidence,approval_status
GARLIC_CHIVES,Knoblauch-Schnittlauch,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3500,ALLIUM_VEGETABLES|FRESH_HERBS,,Flaches asiatisches Schnittlauchgewächs mit deutlichem Knoblaucharoma; auch Knoblauch-Schnittlauch genannt.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GARLIC_POWDER,Knoblauchpulver,true,false,SPECIFIC,1,EASY,EASY,0.6500,SPICES,,Getrockneter gemahlener oder granulierter Knoblauch mit konzentriertem Aroma; nicht frischer Knoblauch oder Knoblauchsalz.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GHEE,Ghee,true,true,SPECIFIC,2,EASY,EASY,0.5500,COOKING_FATS|DAIRY_PRODUCTS,,Geklärtes Butterreinfett mit nussigem Aroma und hoher Hitzetoleranz; nahezu frei von Wasser und Milcheiweiß.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GINGER,Ingwer,true,true,SPECIFIC,1,EASY,EASY,0.8500,SPICES,PICKLED_GINGER,Frisches Ingwer-Rhizom mit zitrischer Schärfe; nicht getrocknetes Ingwerpulver oder eingelegter Ingwer.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GIO_LUA,Giò lụa oder Chả lụa,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3000,PORK|SAUSAGE,,"Fein emulgierte vietnamesische Schweinewurst mit elastisch-glatter Textur, traditionell in Bananenblättern geformt und gedämpft. Gemeint ist die schlichte Giò-lụa-/Chả-lụa-Grundform, nicht gebratene Chả-Varianten oder grobe Sülzwurst.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GLASS_NOODLES,Glasnudeln,true,true,SPECIFIC,2,EASY,EASY,0.7000,NOODLES,,"Transparente Nudeln aus Stärke, häufig Mungbohnen-, Süßkartoffel- oder Erbsenstärke; nicht Reisnudeln.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GNOCCHI,Gnocchi,true,true,SPECIFIC,1,EASY,EASY,0.7500,STARCHES,,"Kleine weiche Klößchen, typischerweise auf Kartoffel- und Mehlbasis; gemeint ist das ungefüllte Grundprodukt.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GOAT,Ziegenfleisch,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3000,MEAT,,Ziegenfleisch mit kräftigem Eigengeschmack; Zuschnitt und Alter des Tieres bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GOAT_CHEESE,Ziegenkäse,true,true,SPECIFIC,2,EASY,EASY,0.6500,CHEESE,,"Käse aus Ziegenmilch; Frischkäse, Weichkäse und gereifte feste Formen sind mögliche Ausprägungen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GOCHUGARU,Gochugaru,true,true,SPECIFIC,3,EASY,PLANNED,0.5000,CHILI_FLAKES,,Koreanische grobe Chiliflocken mit fruchtigem Aroma und meist mittlerer Schärfe; nicht beliebige Chiliflocken.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GOCHUJANG,Gochujang,true,true,SPECIFIC,2,EASY,EASY,0.6500,CHILI_CONDIMENTS|FERMENTED_SEASONINGS,,"Koreanische fermentierte rote Chilipaste mit dicklicher Konsistenz sowie süß-scharfem, salzigem und umamireichem Profil.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GOOSE,Gans,true,true,SPECIFIC,3,PLANNED,PLANNED,0.3500,POULTRY,,"Gänsefleisch ohne Festlegung auf Brust, Keule oder ganzes Tier; fettreiche Haut ist ein typischer Bestandteil.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GOOSEBERRY,Stachelbeere,true,true,SPECIFIC,2,PLANNED,PLANNED,0.4500,BERRIES,,Stachelbeere mit fester Schale und süß-säuerlichem bis herbem Fruchtfleisch; Farbe und Reifegrad bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GOUDA,Gouda,true,true,SPECIFIC,1,EASY,EASY,0.7500,CHEESE,,Halbfester bis fester Kuhmilchkäse nach Gouda-Art; Reifegrad reicht von mild-cremig bis kristallin-würzig.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GRAINS,Getreide oder Pseudogetreide,true,false,OPEN,1,EASY,EASY,0.5500,STARCHES,AMARANTH|BARLEY|BUCKWHEAT|BULGUR|CORN|COUSCOUS|FARRO|FREEKEH|MILLET|OATS|QUINOA|RICE|SEMOLINA|SPELT|WILD_RICE,Offene Vorgabe für Getreide und kulinarisch vergleichbare Pseudogetreide; Art und Verarbeitungsgrad bleiben wählbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GRAPE,Weintrauben,true,true,SPECIFIC,1,EASY,EASY,0.7500,FRUIT,RAISIN,"Frische Weintrauben als süße, saftige Frucht; helle und dunkle sowie kernlose und kernhaltige Sorten sind umfasst.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GRAPEFRUIT,Grapefruit,true,true,SPECIFIC,2,EASY,EASY,0.7000,CITRUS_FRUIT,,"Große Zitrusfrucht mit saftigem, deutlich bitter-säuerlichem Fruchtfleisch; Farbe und Sorte bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GRAVLAX,Gravlax,true,true,SPECIFIC,2,EASY,EASY,0.5500,PRESERVED_FISH|SALMON,,"Mit Salz, Zucker und meist Dill trocken gebeizter roher Lachs; nicht geräuchert und nicht gegart.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GREEK_YOGURT,griechischer Joghurt,true,true,SPECIFIC,1,EASY,EASY,0.8000,YOGURT,,"Abgetropfter beziehungsweise besonders proteinreicher Joghurt mit dichter, cremiger Textur; Fettstufe bleibt offen, natur gemeint.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GREEN_ASPARAGUS,grüner Spargel,true,true,SPECIFIC,1,PLANNED,PLANNED,0.6500,ASPARAGUS,,"Grüner oberirdisch gewachsener Spargel mit kräftigerem, grasig-nussigem Aroma; Schälen ist meist nur am unteren Ende nötig.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GREEN_BEANS,grüne Bohnen,true,true,SPECIFIC,1,EASY,EASY,0.9000,POD_VEGETABLES,,"Junge essbare Bohnenhülsen mit knackiger Textur; vor dem Verzehr garen, nicht trockene Bohnenkerne.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GREEN_BELL_PEPPER,grüne Paprika,true,true,SPECIFIC,1,EASY,EASY,0.8500,BELL_PEPPER,,"Unreif grün geerntete Gemüsepaprika mit herberem, grasigem Geschmack; nicht scharfe grüne Chili.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GREEN_PAPAYA,grüne Papaya,true,true,SPECIFIC,3,PLANNED,DIFFICULT,0.3000,PAPAYA,,"Unreife feste Papaya mit mildem Geschmack, als knackiges Gemüse verwendbar; nicht reife süße Papaya.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GREEN_PEAS,grüne Erbsen,true,true,SPECIFIC,1,EASY,EASY,0.9000,PEAS|POD_VEGETABLES,,"Junge grüne Erbsen, frisch oder tiefgekühlt, mit süßlichem Geschmack; nicht getrocknete Spalterbsen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GREEN_PEPPER,grüne Pfefferkörner,true,true,SPECIFIC,2,EASY,EASY,0.5000,PEPPER,,"Unreif geerntete Pfefferfrüchte, frisch, gefriergetrocknet oder in Lake; milder und frischer als schwarzer Pfeffer.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GREEN_RICE_FLAKES,Cốm oder grüne Reisflocken,true,true,SPECIFIC,5,DIFFICULT,DIFFICULT,0.1800,RICE_PRODUCTS,,"Aus jungen, noch grünen Klebreiskörnern geröstete und flachgestampfte vietnamesische Reisflocken mit zart nussigem, leicht süßlichem Aroma. Pur, in Süßspeisen, Kuchen oder als Panierung verwendbar; nicht gefärbte reife Reisflocken.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GREEN_SPLIT_PEAS,grüne Schälerbsen,true,true,SPECIFIC,1,EASY,EASY,0.6500,SPLIT_PEAS,,Getrocknete grüne geschälte und halbierte Erbsen mit mild-erdigem Geschmack; nicht gelbe Schälerbsen oder frische grüne Erbsen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GREEN_TEA,grüner Tee,true,true,SPECIFIC,2,EASY,EASY,0.3500,TEA,MATCHA,"Nicht oder nur wenig oxidierter Tee mit grasigem bis nussigem Profil; Sorte, Blattgrad und Röstung bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GRUYERE,Gruyère,true,true,SPECIFIC,2,EASY,PLANNED,0.5000,CHEESE,,Fester gereifter Kuhmilchkäse nach Gruyère-Art mit nussig-würzigem Aroma und guter Schmelzeignung.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
GUAVA,Guave,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3500,TROPICAL_FRUIT,,"Tropische Frucht mit intensiv duftendem, süß-säuerlichem Fruchtfleisch und vielen essbaren Kernen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HABANERO,Habanero,true,true,SPECIFIC,3,EASY,EASY,0.4500,CHILI,,Sehr scharfe frische Chili mit ausgeprägt fruchtigem Aroma; Farbe und konkrete Habanero-Sorte bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HADDOCK,Schellfisch,true,true,SPECIFIC,1,PLANNED,PLANNED,0.8000,WHITE_FISH,,"Schellfisch mit mildem, magerem und blättrigem Fleisch; frisch oder tiefgekühlt, nicht automatisch geräuchert.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HAKE,Seehecht,true,true,SPECIFIC,1,PLANNED,PLANNED,0.8000,WHITE_FISH,,"Seehecht als magerer Weißfisch mit zartem, grobblättrigem Fleisch; Zuschnitt bleibt offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HALIBUT,Heilbutt,true,true,SPECIFIC,2,PLANNED,PLANNED,0.6500,WHITE_FISH,,"Heilbutt mit festem, mildem und vergleichsweise fleischigem Weißfischfilet; schwarzer und weißer Heilbutt sind umfasst.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HALLOUMI,Halloumi,true,true,SPECIFIC,1,EASY,EASY,0.7500,CHEESE,,"Fester Salzlakenkäse mit hoher Hitzestabilität und charakteristischem Biss; meist aus Schaf-, Ziegen- und/oder Kuhmilch.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HAM,Schinken,true,true,OPEN,1,EASY,EASY,0.5500,CURED_MEAT|PORK,COOKED_HAM|IBERICO_HAM|PROSCIUTTO|SERRANO_HAM,"Offene Schinkenfamilie aus gepökeltem Fleisch; gekochte, geräucherte und luftgetrocknete Ausprägungen sind umfasst.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HARISSA,Harissa,true,true,SPECIFIC,2,EASY,EASY,0.5000,CHILI_CONDIMENTS,,"Nordafrikanische Chilipaste mit Gewürzen und häufig Knoblauch; Schärfe, Ölanteil und genaue Zusammensetzung variieren.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HARZER_CHEESE,Harzer Käse,true,true,SPECIFIC,3,EASY,EASY,0.3500,CHEESE,,"Kräftig gereifter, sehr fettarmer Sauermilchkäse nach Harzer Art; nicht generisch jeder Sauermilchkäse oder Handkäse.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HAZELNUT,Haselnüsse,true,true,SPECIFIC,1,EASY,EASY,0.6500,NUTS,,"Haselnusskerne mit süßlich-nussigem Aroma; roh, geröstet, ganz oder gemahlen verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HEMP_SEEDS,Hanfsamen,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4000,SEEDS,,"Geschälte oder ungeschälte Hanfsamen mit mild-nussigem Geschmack; als Saat, nicht als Rauschmittel gemeint.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HERBES_DE_PROVENCE,Kräuter der Provence,true,true,SPECIFIC,1,EASY,EASY,0.5000,SPICE_BLENDS,,"Getrocknete Kräutermischung nach Herbes-de-Provence-Art, typischerweise mit Thymian, Rosmarin, Oregano, Bohnenkraut und/oder vergleichbaren mediterranen Kräutern. Zusammensetzung kann variieren; nicht mit Fines herbes gleichsetzen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HERB_BUTTER,Kräuterbutter,true,true,SPECIFIC,1,EASY,EASY,0.6500,BUTTER,,Butterzubereitung mit frischen oder getrockneten Kräutern; Kräutermischung und weitere milde Würzung bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HERRING,Hering,true,true,SPECIFIC,1,EASY,EASY,0.7500,OILY_FISH,MATJES|PICKLED_HERRING,"Hering als fettreicher Fisch; frisch oder schlicht tiefgekühlt gemeint, spezifische Reife- und Einlegeformen sind getrennt.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HERVE_CHEESE,Herve-Käse,true,true,SPECIFIC,4,PLANNED,PLANNED,0.3000,CHEESE,,Belgischer AOP-Weichkäse aus Kuhmilch mit gewaschener Rinde. Umfasst die mildere und die kräftigere/pikante Herve-Ausprägung; charakteristisch würzig und teils sehr intensiv. Nicht mit beliebigem Limburger oder Romadur gleichsetzen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HIJIKI,Hijiki,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.2500,SEAWEED,,Dunkle fadenförmige Meeresalge der ostasiatischen Küche mit kräftigem Meeresaroma; üblicherweise getrocknet und eingeweicht.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HOISIN_SAUCE,Hoisinsauce,true,true,SPECIFIC,2,EASY,EASY,0.5000,FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES,,Dicke süß-salzige chinesische Würzsauce auf fermentierter Bohnenbasis; nicht Austernsauce oder Pflaumensauce.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HOKKAIDO_SQUASH,Hokkaido-Kürbis,true,true,SPECIFIC,1,EASY,EASY,0.8000,PUMPKIN,,"Orangefarbener Hokkaido-Kürbis mit essbarer Schale und nussig-süßlichem, dichtem Fruchtfleisch.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HOLY_BASIL,Krapao,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3000,BASIL,,"Frische Blätter von Ocimum tenuiflorum mit pfeffrig-nelkenartigem Aroma, besonders für Pad Krapao. Nicht mit Thai-Basilikum verwechseln; getrockneter Tulsi-Tee ist keine gleichwertige Kochzutat.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HONEY,Honig,true,true,SPECIFIC,1,EASY,EASY,0.6000,SWEETENERS,,Von Bienen erzeugtes flüssiges bis kristallines Süßungsmittel; Blütentyp und Aromaintensität bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HONEYDEW_MELON,Honigmelone,true,true,SPECIFIC,1,EASY,EASY,0.6500,MELONS,,"Helle Honigmelone mit glatter Schale und süßem, saftigem Fruchtfleisch; nicht Cantaloupe.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HORSERADISH,Meerrettich,true,true,SPECIFIC,2,EASY,EASY,0.5500,ROOT_VEGETABLES,,"Scharfe Meerrettichwurzel, frisch gerieben oder als möglichst schlichte Zubereitung; Schärfe verfliegt bei Hitze.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HOT_MUSTARD,scharfer Senf,true,true,SPECIFIC,1,EASY,EASY,0.5000,MUSTARD,,Senf mit ausgeprägt stechender Schärfe; Körnung und verwendete Senfsaat bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
HOT_PAPRIKA_POWDER,Paprikapulver rosenscharf,true,false,SPECIFIC,1,EASY,EASY,0.6500,PAPRIKA_POWDER,,Scharfes Paprikapulver nach rosenscharfer Art; nicht süßes oder geräuchertes Paprikapulver.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
IBERICO_HAM,Jamón ibérico,true,true,SPECIFIC,3,PLANNED,PLANNED,0.3000,HAM,,Spanischer luftgetrockneter Schinken vom iberischen Schwein; Qualitäts- und Fütterungsklassen können variieren. Nicht automatisch Jamón ibérico de bellota und nicht mit Jamón serrano gleichsetzen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
INVERTEBRATES,wirbellose Tiere,true,false,OPEN,1,EASY,EASY,1.0000,,CRUSTACEANS|MOLLUSCS,Übergeordnete Familie essbarer wirbelloser Tiere wie Weichtiere und Krebstiere; weitere kulinarisch eigenständige Gruppen wie Insekten oder Ringelwürmer können separat darunter eingeordnet werden.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
JACKFRUIT,Jackfruit,true,true,SPECIFIC,3,PLANNED,PLANNED,0.5500,TROPICAL_FRUIT,,Gemeint ist je nach Gericht junge grüne oder reife Jackfruit; für herzhafte Anwendungen meist junge Jackfruit.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
JALAPENO,Jalapeño,true,true,SPECIFIC,2,EASY,EASY,0.6500,CHILI,,Dickfleischige frische Chili mit milder bis mittlerer Schärfe; grüne und reife rote Früchte sind umfasst.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
JASMINE_RICE,Jasminreis,true,true,SPECIFIC,1,EASY,EASY,0.8500,RICE,,"Duftender südostasiatischer Langkornreis mit weicherem, leicht haftendem Korn; nicht Basmatireis.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
JENEVER,Jenever,true,true,SPECIFIC,3,PLANNED,DIFFICULT,0.2500,COOKING_ALCOHOL,,Jenever/Genever: wacholderaromatisierte Spirituose mit Getreidedestillat beziehungsweise Moutwijn-Anteil; nicht mit Gin gleichsetzen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
JERK_SEASONING,Jerk-Gewürzmischung,true,true,SPECIFIC,4,PLANNED,PLANNED,0.3500,SPICE_BLENDS,,"Jamaikanisch geprägte Gewürzmischung mit typischerweise Piment, Thymian und Chili; trocken oder als Marinadenbasis verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
JERUSALEM_ARTICHOKE,Topinambur,true,true,SPECIFIC,3,PLANNED,PLANNED,0.5000,ROOT_VEGETABLES|STARCHES,,Topinamburknolle mit nussig-süßlichem Geschmack und knackiger bis cremiger Textur; nicht Artischocke.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
JUNIPER_BERRIES,Wacholderbeeren,true,true,SPECIFIC,2,EASY,EASY,0.4500,SPICES,,"Getrocknete Wacholderbeeren als kräftiges Würzmittel insbesondere für Kohl-, Wild-, Fleisch-, Fisch- und Schmorgerichte; nicht Wacholderholz, Gin oder Wacholderextrakt.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
KAFFIR_LIME_LEAVES,Makrut-Limettenblätter,true,true,SPECIFIC,3,EASY,EASY,0.4500,FRESH_HERBS,,"Aromatische Blätter der Makrut-Limette mit intensiv zitrischem Duft; frisch, tiefgekühlt oder getrocknet verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
KALE,Grünkohl,true,true,SPECIFIC,1,EASY,EASY,0.6500,CABBAGE_VEGETABLES|LEAFY_GREENS,,Grünkohl mit robusten krausen oder glatten Blättern und kräftig-grünem Geschmack; Stiele je nach Zartheit mitverwenden.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
KASHMIRI_CHILI_POWDER,Kashmiri-Chilipulver,true,true,SPECIFIC,4,DIFFICULT,DIFFICULT,0.3500,CHILI_POWDER,,Leuchtend rotes Chilipulver nach Kashmiri-Art mit fruchtigem Aroma und meist moderater Schärfe.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
KASSELER,Kasseler,true,true,SPECIFIC,2,EASY,EASY,0.6000,CURED_MEAT|PORK,,"Gepökeltes und geräuchertes Schweinefleisch aus geeigneten Teilstücken wie Rücken, Nacken oder Rippe; nicht das fertig zubereitete Gericht.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
KECAP_MANIS,Kecap Manis,true,true,SPECIFIC,2,EASY,EASY,0.5500,SOY_SAUCE|SWEETENERS,,Indonesische dicke süße Sojasauce mit Palmzucker beziehungsweise vergleichbarer Süße; nicht helle Sojasauce.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
KEFIR,Kefir,true,true,SPECIFIC,2,EASY,EASY,0.5500,CULTURED_DAIRY,,"Fermentiertes Milchgetränk aus Kefirkulturen mit säuerlicher, leicht hefiger Note; nicht Buttermilch oder Joghurt.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
KETCHUP,Ketchup,true,true,SPECIFIC,1,EASY,EASY,0.4500,READY_SAUCES_AND_PASTES|TOMATO_PRODUCTS,,"Glatte süß-säuerliche Tomatenwürzsauce; Gewürzung und Süße können variieren, Bananenketchup bleibt getrennt.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
KIDNEY_BEANS,Kidneybohnen,true,true,SPECIFIC,1,EASY,EASY,0.8500,BEANS,,Nierenförmige rote Bohnen mit fester Schale und cremigem Inneren; getrocknet ausreichend garen oder vorgegart verwenden.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
KIMCHI,Kimchi,true,true,SPECIFIC,3,EASY,EASY,0.5500,PRESERVED_PRODUCE,,"Koreanisches milchsauer fermentiertes Gemüse, meist Chinakohl oder Rettich, mit kräftiger Würzung; konkrete Sorte bleibt offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
KING_OYSTER_MUSHROOM,Kräuterseitlinge,true,true,SPECIFIC,2,EASY,EASY,0.7000,MUSHROOMS,,"Kräuterseitling mit dickem, festem Stiel und mildem, umamireichem Aroma; Stiel und Hut sind essbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
KIWI,Kiwi,true,true,SPECIFIC,1,EASY,EASY,0.7500,FRUIT,,Kiwi mit saftigem süß-säuerlichem Fruchtfleisch und essbaren kleinen Samen; grüne und goldene Sorten sind umfasst.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
KLIPPFISH,Klippfisch,true,true,SPECIFIC,4,DIFFICULT,DIFFICULT,0.2500,PRESERVED_FISH,,"Stark gesalzener und anschließend getrockneter Fisch nach Klippfisch-/Klippfisk-Art, häufig Kabeljau oder anderer geeigneter Weißfisch; vor der Zubereitung typischerweise zu wässern. Nicht mit ungesalzenem Stockfisch gleichsetzen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
KOHLRABI,Kohlrabi,true,true,SPECIFIC,1,EASY,EASY,0.8500,CABBAGE_VEGETABLES,,Knackige verdickte Kohlrabi-Sprossachse mit mild-kohligem Geschmack; Blätter können mitverwendet werden.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
KOLACHE,Kolatschen,true,true,OPEN,3,PLANNED,DIFFICULT,0.3500,BAKED_GOODS|CONFECTIONERY,,"Rundes mitteleuropäisches Hefeteiggebäck der tschechischen Koláč-Familie mit typischerweise zentraler Füllung, etwa Mohn, Quark, Pflaumenmus oder Obst. Nicht beliebiges Hefegebäck und nicht Trdelník.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
KOMBU,Kombu,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4500,SEAWEED,,"Dicke getrocknete Braunalge, besonders zum Ansetzen umamireicher Fonds wie Dashi; nicht Nori oder Wakame.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
LAKSA_PASTE,Laksa-Paste,true,true,SPECIFIC,4,PLANNED,PLANNED,0.3000,READY_CURRY_PASTE,,"Fertige südostasiatische Gewürzpaste für Laksa mit Chili, Aromaten und Gewürzen; regional unterschiedliche Stile sind umfasst.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
LAMB,Lamm,true,true,SPECIFIC,2,EASY,EASY,0.6500,MEAT,LAMB_CHOP|LAMB_LEG|LAMB_MINCE|LAMB_SHOULDER,Lammfleisch ohne Festlegung auf Zuschnitt oder Garmethode; gemeint ist Fleisch vom jungen Schaf.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
LAMBIC,Lambic,true,true,SPECIFIC,3,PLANNED,DIFFICULT,0.3000,BEER,,"Traditioneller belgischer Bierstil aus spontan vergorener Würze. Gemeint ist der Grundstil; Gueuze, Kriek und andere Frucht- oder Blendvarianten sind nicht automatisch eingeschlossen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
LAMBS_LETTUCE,Feldsalat,true,true,SPECIFIC,1,EASY,EASY,0.7000,SALAD_GREENS,,Feldsalat mit kleinen zarten Blättern und mild-nussigem Geschmack; überwiegend roh verwendet.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
LAMB_CHOP,Lammkotelett,true,true,SPECIFIC,2,PLANNED,PLANNED,0.4500,LAMB,,Lammkotelett mit Knochen aus Rücken oder Rippenbereich; zum kurzen Braten oder Grillen geeignet.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
LAMB_LEG,Lammkeule,true,true,SPECIFIC,2,PLANNED,PLANNED,0.4500,LAMB,,"Lammkeule als großer, relativ magerer Braten- oder Schmorcut; ganz oder ausgelöst verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
