"concept_code"	"display_name"	"review_applicability"	"product_form_basis"	"market_class_georgia"	"market_basis_georgia"	"proposed_availability_georgia"	"availability_note_georgia"	"evidence_requirement_georgia"	"availability_evidence_georgia"	"market_class_tobias"	"market_basis_tobias"	"proposed_availability_tobias"	"availability_note_tobias"	"evidence_requirement_tobias"	"availability_evidence_tobias"	"review_flags"	"approval_status"
"CHICKEN_LIVER"	"Hähnchenleber"	"APPLICABLE"	"Kleine zarte Geflügelleber mit kräftigem, aber milderem Aroma als Rinderleber."	"GENERAL_BROAD"	"Katalogpfad Hähnchen → Innereien → Geflügel → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »zarte Geflügelleber mit kräftigem, aber milderem Aroma als Rinderleber«. Allgemein planbarer, aber nicht lokal garantierter Weg über einen vorbereiteten Einkauf im gut sortierten Bereich »Fleischkühlung oder Bedientheke«."	"PLANNED"	"Hähnchenleber ist über einen vorbereiteten Einkauf im gut sortierten Bereich »Fleischkühlung oder Bedientheke« im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Beim Einkauf von „Hähnchenleber“ nutzt Tobias Vorbestellung an einer gut sortierten Fleischtheke oder etablierter deutscher Metzgereiversand."	"PLANNED"	"Hähnchenleber: Beim Einkauf von „Hähnchenleber“ nutzt Tobias Vorbestellung an einer gut sortierten Fleischtheke oder etablierter deutscher Metzgereiversand."	"OPTIONAL"	""	"RATING_RECONCILED_V2|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CHICKEN_STOCK"	"Hühnerbrühe"	"APPLICABLE"	"Brühe oder Fond auf Hühnerbasis; selbst gekocht oder als schlichtes Fertigprodukt verwendbar."	"GENERAL_LOCAL"	"Katalogpfad Brühe oder Fond. Warengruppe Brühe oder Fond, formrelevanter Prüfhinweis aus der vollständigen Definition: »selbst gekocht oder als schlichtes Fertigprodukt verwendbar«. Regelweg in Bornheim über den Bereich »Brühen-, Fond- und Suppenregal« eines gewöhnlichen Bornheimer Vollsortimenters."	"EASY"	"Hühnerbrühe: gewöhnlicher lokaler Bezugsweg über den Bereich »Brühen-, Fond- und Suppenregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Tobias prüft „Hühnerbrühe“ in Rostock über das Brühen-, Fonds- oder Suppenregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Hühnerbrühe: Rostocker Bezugsweg über das Brühen-, Fonds- oder Suppenregal eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CHICKEN_THIGH"	"Hähnchenschenkel"	"APPLICABLE"	"Saftiges dunkles Fleisch vom Hähnchenschenkel; ausgelöst oder mit Knochen und Haut verwendbar."	"GENERAL_LOCAL"	"Katalogpfad Hähnchen → Geflügel → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »ausgelöst oder mit Knochen und Haut verwendbar«. Regelweg in Bornheim über das örtliche Sortiment »Fleischkühlung oder Bedientheke« beim Wocheneinkauf in Bornheim."	"EASY"	"Hähnchenschenkel: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Beim Einkauf von „Hähnchenschenkel“ nutzt Tobias die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Hähnchenschenkel: gewöhnlicher lokaler Bezugsweg über den Bereich »Hähnchenschenkel«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CHICKEN_WINGS"	"Hähnchenflügel"	"APPLICABLE"	"Hähnchenflügel mit Haut, Knochen und hohem Kollagenanteil; ganz oder in Gelenkstücke geteilt."	"GENERAL_LOCAL"	"Katalogpfad Hähnchen → Geflügel → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »ganz oder in Gelenkstücke geteilt«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Fleischkühlung oder Bedientheke«."	"EASY"	"Hähnchenflügel: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „Hähnchenflügel“ wird das Angebot über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts kontrolliert."	"EASY"	"Hähnchenflügel: gewöhnlicher lokaler Bezugsweg über den Bereich »Hähnchenflügel«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CHICKPEA_FLOUR"	"Kichererbsenmehl"	"APPLICABLE"	"Fein gemahlene trockene Kichererbsen mit nussigem Geschmack und guter Bindewirkung; nicht Weizenmehl."	"GENERAL_BROAD"	"Katalogpfad Kichererbsen → Mehl → Hülsenfrüchte → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Hülsenfrucht, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Weizenmehl«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine konkrete Vorbestellung oder Bestandsabfrage für Hülsenfrucht."	"PLANNED"	"Kichererbsenmehl ist über eine konkrete Vorbestellung oder Bestandsabfrage für Hülsenfrucht im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Für „Kichererbsenmehl“ wird das Angebot über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler kontrolliert."	"PLANNED"	"Kichererbsenmehl: Für „Kichererbsenmehl“ wird das Angebot über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler kontrolliert."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CHICKPEAS"	"Kichererbsen"	"APPLICABLE"	"Kichererbsen mit nussigem Geschmack und mehlig-cremiger Textur; getrocknet oder vorgegart verwendbar."	"GENERAL_LOCAL"	"Katalogpfad Hülsenfrüchte. Warengruppe Hülsenfrucht, formrelevanter Prüfhinweis aus der vollständigen Definition: »getrocknet oder vorgegart verwendbar«. Regelweg in Bornheim über das örtliche Sortiment »Hülsenfrucht-, Konserven- oder Trockenwarenregal« beim Wocheneinkauf in Bornheim."	"EASY"	"Kichererbsen: gewöhnlicher lokaler Bezugsweg über den Bereich »Hülsenfrucht-, Konserven- oder Trockenwarenregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Tobias prüft „Kichererbsen“ in Rostock über das Hülsenfrucht-, Konserven- oder Trockensortiment eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Kichererbsen: Rostocker Bezugsweg über das Hülsenfrucht-, Konserven- oder Trockensortiment eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CHICORY"	"Chicorée"	"APPLICABLE"	"Chicorée als kompakter, blass getriebener Blattsalat mit charakteristischer Bitterkeit; roh und gegart verwendbar."	"GENERAL_LOCAL"	"Katalogpfad Blattsalat → Blattgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »roh und gegart verwendbar«. Regelweg in Bornheim über das örtliche Sortiment »Obst- und Gemüseabteilung« beim Wocheneinkauf in Bornheim."	"EASY"	"Chicorée: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Der konkrete Bezug von „Chicorée“ läuft über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Chicorée: gewöhnlicher lokaler Bezugsweg über den Bereich »Chicorée«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CHILI"	"frische Chili"	"APPLICABLE"	"Frische Chili als Fruchtgemüse; trockene, pulverisierte und eingelegte Formen sind damit nicht gemeint."	"GENERAL_LOCAL"	"Katalogpfad Fruchtgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »trockene, pulverisierte und eingelegte Formen sind damit nicht gemeint«. Regelweg in Bornheim über ortsübliche Vollsortimenter rund um Bornheim, konkret im Bereich »Obst- und Gemüseabteilung«."	"EASY"	"frische Chili: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Tobias sucht „frische Chili“ in Rostock über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts gesucht."	"EASY"	"frische Chili: gewöhnlicher lokaler Bezugsweg über den Bereich »frische Chili«."	"OPTIONAL"	""	"FORM_SENSITIVE|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CHILI_CONDIMENTS"	"Chilisauce oder -paste"	"APPLICABLE"	"Offene Vorgabe für verzehrfertige Chilisaucen oder -pasten; Stil, Fermentation und Schärfe bleiben wählbar."	"GENERAL_LOCAL"	"Katalogpfad fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »Stil, Fermentation und Schärfe bleiben wählbar«. Regelweg in Bornheim über ortsübliche Vollsortimenter rund um Bornheim, konkret im Bereich »Saucen-, Würzpasten- und Feinkostregal«."	"EASY"	"Chilisauce oder -paste: gewöhnlicher lokaler Bezugsweg über den Bereich »Saucen-, Würzpasten- und Feinkostregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Tobias sucht „Chilisauce oder -paste“ in Rostock über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts gesucht."	"EASY"	"Chilisauce oder -paste: gewöhnlicher lokaler Bezugsweg über den Bereich »Chilisauce oder -paste«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CHILI_CRISP"	"Chili-Crisp"	"APPLICABLE"	"Ölbasierte Chiliwürze mit knusprigen Chili-, Zwiebel- oder Gewürzbestandteilen; nicht bloß Chiliöl."	"GENERAL_BROAD"	"Katalogpfad Chilisauce oder -paste → fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht bloß Chiliöl«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine vorab zu prüfendes Sortiment im Bereich »Saucen-, Würzpasten- und Feinkostregal« eines großen Bornheimer Markts."	"PLANNED"	"Chili-Crisp ist über ein vorab zu prüfendes Sortiment im Bereich »Saucen-, Würzpasten- und Feinkostregal« eines großen Bornheimer Markts im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Tobias prüft „Chili-Crisp“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Feinkost- oder Würzsaucenhändler."	"PLANNED"	"Chili-Crisp: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Feinkost- oder Würzsaucenhändler."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CHILI_FLAKES"	"Chiliflocken"	"APPLICABLE"	"Getrocknete Chiliflocken mit variabler Sorte, Schärfe und regionaler Würzung; nicht fein gemahlenes Chilipulver."	"GENERAL_LOCAL"	"Katalogpfad getrocknete Chili → Gewürz oder trockenes Würzmittel. Warengruppe Gewürz, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht fein gemahlenes Chilipulver«. Regelweg in Bornheim über den Bereich »Gewürz- und Trockenwürzregal« eines gewöhnlichen Bornheimer Vollsortimenters."	"EASY"	"Chiliflocken: gewöhnlicher lokaler Bezugsweg über den Bereich »Gewürz- und Trockenwürzregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „Chiliflocken“ wird das Angebot über das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts kontrolliert."	"EASY"	"Chiliflocken: gewöhnlicher lokaler Bezugsweg über den Bereich »Chiliflocken«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CHILI_OIL"	"Chiliöl"	"APPLICABLE"	"Mit Chili aromatisiertes Speiseöl, klar oder mit Sediment; nicht automatisch knuspriges Chili-Crisp."	"GENERAL_BROAD"	"Katalogpfad Chilisauce oder -paste → Speiseöl → fertige Sauce oder Würzpaste → Kochfett. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht automatisch knuspriges Chili-Crisp«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine konkrete Vorbestellung oder Bestandsabfrage für Sauce oder Würzpaste."	"PLANNED"	"Chiliöl ist über eine konkrete Vorbestellung oder Bestandsabfrage für Sauce oder Würzpaste im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Für „Chiliöl“ führt der Rostocker Marktweg über gut sortierte Vollsortimenter und etablierte deutsche Feinkost- oder Würzsaucenhändler."	"PLANNED"	"Chiliöl: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Feinkost- oder Würzsaucenhändler."	"OPTIONAL"	""	"RATING_RECONCILED_V2|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CHILI_POWDER"	"Chilipulver"	"APPLICABLE"	"Reines oder sortentypisches Chilipulver; keine zusammengesetzte Gewürzmischung."	"GENERAL_LOCAL"	"Katalogpfad getrocknete Chili → Gewürz oder trockenes Würzmittel. Warengruppe Gewürz, formrelevanter Prüfhinweis aus der vollständigen Definition: »keine zusammengesetzte Gewürzmischung«. Regelweg in Bornheim über den lokalen Supermarktbereich »Gewürz- und Trockenwürzregal« in Bornheim."	"EASY"	"Chilipulver: gewöhnlicher lokaler Bezugsweg über den Bereich »Gewürz- und Trockenwürzregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Der konkrete Bezug von „Chilipulver“ läuft über das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Chilipulver: gewöhnlicher lokaler Bezugsweg über den Bereich »Chilipulver«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CHIPOTLE"	"Chipotle"	"APPLICABLE"	"Geräucherte und getrocknete reife Jalapeño mit mittlerer Schärfe; ganz, gemahlen oder in schlichter Adobo-Konserve verwendbar."	"GENERAL_BROAD"	"Katalogpfad getrocknete Chili → Gewürz oder trockenes Würzmittel. Warengruppe Gewürz, formrelevanter Prüfhinweis aus der vollständigen Definition: »ganz, gemahlen oder in schlichter Adobo-Konserve verwendbar«. Allgemein planbarer, aber nicht lokal garantierter Weg über einen vorbereiteten Einkauf im gut sortierten Bereich »Gewürz- und Trockenwürzregal«."	"PLANNED"	"Chipotle ist über einen vorbereiteten Einkauf im gut sortierten Bereich »Gewürz- und Trockenwürzregal« im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Für „Chipotle“ führt der Rostocker Marktweg über gut sortierte Vollsortimenter und etablierte deutsche Gewürzhändler."	"PLANNED"	"Chipotle: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Gewürzhändler."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CHIVES"	"Schnittlauch"	"APPLICABLE"	"Feine hohle Schnittlauchröhrchen mit mildem Zwiebelaroma; nicht Knoblauch-Schnittlauch."	"GENERAL_LOCAL"	"Katalogpfad Lauch- und Zwiebelgemüse → Kräuter und Würzblätter → Gemüse. Warengruppe frisches Würzkraut, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Knoblauch-Schnittlauch«. Regelweg in Bornheim über nahe Supermarktfilialen in Bornheim mit dem Bereich »frische Kräuterabteilung«."	"EASY"	"Schnittlauch: gewöhnlicher lokaler Bezugsweg über den Bereich »frische Kräuterabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „Schnittlauch“ führt der Rostocker Marktweg über die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Schnittlauch: Rostocker Bezugsweg über die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CHOCOLATE"	"Schokolade"	"APPLICABLE"	"Offene Schokoladenfamilie für dunkle, Milch- und weiße Schokolade; Kakaopulver ist nicht umfasst."	"GENERAL_LOCAL"	"Katalogpfad Kakao oder Schokolade → Süßware. Warengruppe Süßungs- oder Kakaoware, formrelevanter Prüfhinweis aus der vollständigen Definition: »Kakaopulver ist nicht umfasst«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Backzutaten-, Süßwaren- oder Kakaoregal«."	"EASY"	"Schokolade: gewöhnlicher lokaler Bezugsweg über den Bereich »Backzutaten-, Süßwaren- oder Kakaoregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „Schokolade“ wird das Angebot über das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts kontrolliert."	"EASY"	"Schokolade: gewöhnlicher lokaler Bezugsweg über den Bereich »Schokolade«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CHOCOLATE_HAGELSLAG"	"Schoko-Hagelslag"	"APPLICABLE"	"Niederländische Schokoladenstreusel insbesondere als Brotbelag; nicht beliebige Backdekoration und nicht Frucht-, Anis- oder andere Hagelslag-Varianten."	"GENERAL_BROAD"	"Katalogpfad Schokolade → Kakao oder Schokolade → Süßware. Warengruppe Süßungs- oder Kakaoware, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht beliebige Backdekoration und nicht Frucht-, Anis- oder andere Hagelslag-Varianten«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine vorab zu prüfendes Sortiment im Bereich »Backzutaten-, Süßwaren- oder Kakaoregal« eines großen Bornheimer Markts."	"PLANNED"	"Schoko-Hagelslag ist über ein vorab zu prüfendes Sortiment im Bereich »Backzutaten-, Süßwaren- oder Kakaoregal« eines großen Bornheimer Markts im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Für „Schoko-Hagelslag“ führt der Rostocker Marktweg über gut sortierte Vollsortimenter und etablierte deutsche Back- oder Süßwarenhändler."	"PLANNED"	"Schoko-Hagelslag: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Back- oder Süßwarenhändler."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CHORIZO"	"Chorizo"	"APPLICABLE"	"Kräftig gewürzte Wurst der Chorizo-Familie; frische mexikanische und gereifte iberische Formen sind mögliche Ausprägungen."	"GENERAL_LOCAL"	"Chorizo: Die gereifte spanische Chorizo Picant im REWE-Wurstsortiment ergänzt die bereits belegten regulären Einkaufswege. Profilbezug Georgia: Bornheim beziehungsweise der planbare allgemeine deutsche Bezug; Köln oder Düsseldorf werden nicht als lokaler EASY-Weg gewertet."	"EASY"	"Chorizo: Die gereifte spanische Chorizo Picant im REWE-Wurstsortiment ergänzt die bereits belegten regulären Einkaufswege."	"REQUIRED"	"AV2N-A-0043|AV2N-QA-0011|AV2N-QA-0012"	"GENERAL_LOCAL"	"Chorizo: Die gereifte spanische Chorizo Picant im REWE-Wurstsortiment ergänzt die bereits belegten regulären Einkaufswege. der Bestand am gewählten Rostocker Standort bleibt vor dem Einkauf zu prüfen."	"EASY"	"Chorizo: Die gereifte spanische Chorizo Picant im REWE-Wurstsortiment ergänzt die bereits belegten regulären Einkaufswege. der Bestand am gewählten Rostocker Standort bleibt vor dem Einkauf zu prüfen."	"OPTIONAL"	"AV2N-A-0043"	"BORDERLINE_PLANNED|EVIDENCE_REQUIRED|FORM_SENSITIVE|RATING_RECONCILED_V2|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CIDER"	"Cider"	"APPLICABLE"	"Vergorener Apfelwein, still oder perlend und trocken bis süß; nicht Apfelsaft oder Apfelessig."	"GENERAL_BROAD"	"Katalogpfad Kochalkohol. Das konkrete REWE-Kettenlisting für Kelterei Heil Bio Apfel Cidre weist vergorenen Apfelwein mit 4,5 Prozent Alkohol aus; Georgia kann den Standortbestand im Raum Bornheim vor dem Getränkeeinkauf prüfen."	"PLANNED"	"Cider: Das konkrete REWE-Kettenlisting für Kelterei Heil Bio Apfel Cidre weist vergorenen Apfelwein mit 4,5 Prozent Alkohol aus; Georgia kann den Standortbestand im Raum Bornheim vor dem Getränkeeinkauf prüfen."	"REQUIRED"	"AV2N-A-0044"	"GENERAL_BROAD"	"Cider: Das REWE-Kettenlisting Kelterei Heil Bio Apfel Cidre weist vergorenen Apfelwein mit 4,5 Prozent Alkohol aus; Tobias kann die konkrete Rostocker Standortverfügbarkeit im Getränkesortiment vorab prüfen."	"PLANNED"	"Cider: Das REWE-Kettenlisting Kelterei Heil Bio Apfel Cidre weist vergorenen Apfelwein mit 4,5 Prozent Alkohol aus; Tobias kann die konkrete Rostocker Standortverfügbarkeit im Getränkesortiment vorab prüfen."	"OPTIONAL"	"AV2N-A-0044"	"BORDERLINE_PLANNED|EVIDENCE_REQUIRED|RATING_RECONCILED_V2|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CILANTRO"	"Koriandergrün"	"APPLICABLE"	"Frisches Blattgrün des Korianders mit markant zitrisch-würzigem Aroma; nicht Koriandersaat."	"GENERAL_LOCAL"	"Katalogpfad Kräuter und Würzblätter. Warengruppe frisches Würzkraut, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Koriandersaat«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »frische Kräuterabteilung«."	"EASY"	"Koriandergrün: gewöhnlicher lokaler Bezugsweg über den Bereich »frische Kräuterabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Beschaffung von „Koriandergrün“ erfolgt in Rostock über die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Koriandergrün: gewöhnlicher lokaler Bezugsweg über den Bereich »Koriandergrün«."	"OPTIONAL"	""	"FORM_SENSITIVE|RATING_RECONCILED_V2|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CINNAMON"	"Zimt"	"APPLICABLE"	"Getrocknete Zimtrinde als Stange oder gemahlen; Ceylon- und Cassia-Typen sind umfasst."	"GENERAL_LOCAL"	"Katalogpfad Gewürz oder trockenes Würzmittel. Warengruppe Gewürz, formrelevanter Prüfhinweis aus der vollständigen Definition: »Ceylon- und Cassia-Typen sind umfasst«. Regelweg in Bornheim über ortsübliche Vollsortimenter rund um Bornheim, konkret im Bereich »Gewürz- und Trockenwürzregal«."	"EASY"	"Zimt: gewöhnlicher lokaler Bezugsweg über den Bereich »Gewürz- und Trockenwürzregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Tobias sucht „Zimt“ in Rostock über das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts gesucht."	"EASY"	"Zimt: gewöhnlicher lokaler Bezugsweg über den Bereich »Zimt«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
