"concept_code","display_name","challenge_specificity","direct_parent_codes","direct_child_codes","curator_note","review_applicability","availability_profile","product_form_context"
"FISH_STOCK","Fischfond","SPECIFIC","STOCKS","","Brühe oder Fond auf Basis von Fischgräten und -abschnitten; nicht Dashi oder Fischsauce.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Brühe oder Fond auf Basis von Fischgräten und -abschnitten; nicht Dashi oder Fischsauce."
"FIVE_SPICE","Fünf-Gewürze-Pulver","SPECIFIC","SPICE_BLENDS","","Chinesisch geprägte Gewürzmischung mit typischerweise Sternanis, Fenchel, Zimt, Nelke und Szechuanpfeffer; Mischungen variieren.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Chinesisch geprägte Gewürzmischung mit typischerweise Sternanis, Fenchel, Zimt, Nelke und Szechuanpfeffer; Mischungen variieren."
"FLATBREAD","Fladenbrot","OPEN","BREAD","FLATBROD|LEFSE|PITA","Offene Familie flacher Brote, weich oder knusprig und mit oder ohne Triebmittel; konkrete Küche und Getreide bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Familie flacher Brote, weich oder knusprig und mit oder ohne Triebmittel; konkrete Küche und Getreide bleiben offen."
"FLATBROD","Flatbrød","SPECIFIC","FLATBREAD","","Sehr dünnes, trockenes und knuspriges norwegisches Fladenbrot nach Flatbrød-Art. Traditionelle Getreidebasis kann variieren. Nicht generisches Knäckebrot oder beliebiges weiches Fladenbrot.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Sehr dünnes, trockenes und knuspriges norwegisches Fladenbrot nach Flatbrød-Art. Traditionelle Getreidebasis kann variieren. Nicht generisches Knäckebrot oder beliebiges weiches Fladenbrot."
"FLAXSEED","Leinsamen","SPECIFIC","SEEDS","","Leinsamen mit nussigem Geschmack und hoher Quell- beziehungsweise Bindefähigkeit; ganz oder geschrotet verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Leinsamen mit nussigem Geschmack und hoher Quell- beziehungsweise Bindefähigkeit; ganz oder geschrotet verwendbar."
"FLEUR_DE_SEL","Fleur de sel","SPECIFIC","SPICES","","Feine, an der Oberfläche von Salzgärten abgeschöpfte Meersalzkristalle nach Fleur-de-sel-Art; nicht gewöhnliches Tafelsalz und nicht beliebiges grobes Meersalz. Keine Herkunft aus Guérande wird vorausgesetzt.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Feine, an der Oberfläche von Salzgärten abgeschöpfte Meersalzkristalle nach Fleur-de-sel-Art; nicht gewöhnliches Tafelsalz und nicht beliebiges grobes Meersalz. Keine Herkunft aus Guérande wird vorausgesetzt."
"FLOUR","Mehl","OPEN","STARCHES","BUCKWHEAT_FLOUR|CHICKPEA_FLOUR|RICE_FLOUR|RYE_FLOUR|WHEAT_FLOUR","Offene Vorgabe für fein gemahlenes Getreide, Pseudogetreide oder Hülsenfrüchte; Rohstoff und Backeigenschaften bleiben wählbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für fein gemahlenes Getreide, Pseudogetreide oder Hülsenfrüchte; Rohstoff und Backeigenschaften bleiben wählbar."
"FLOWER_VEGETABLES","Blütengemüse","OPEN","VEGETABLES","ARTICHOKE|BANANA_BLOSSOM|BROCCOLI|CAULIFLOWER|ROMANESCO","Offene Vorgabe für Gemüse, dessen Blütenstand oder Blütenknospe im Mittelpunkt steht, etwa Brokkoli oder Artischocke.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für Gemüse, dessen Blütenstand oder Blütenknospe im Mittelpunkt steht, etwa Brokkoli oder Artischocke."
"FOIE_GRAS","Foie gras","SPECIFIC","OFFAL|POULTRY","","Fettleberprodukt aus Ente oder Gans; umfasst rohe beziehungsweise zur weiteren Verarbeitung geeignete sowie klassische ganze oder Block-Produktformen. Nicht gewöhnliche Leber und nicht mit Leberpastete gleichsetzen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Fettleberprodukt aus Ente oder Gans; umfasst rohe beziehungsweise zur weiteren Verarbeitung geeignete sowie klassische ganze oder Block-Produktformen. Nicht gewöhnliche Leber und nicht mit Leberpastete gleichsetzen."
"FRANKFURT_GREEN_SAUCE","Frankfurter Grüne Soße","SPECIFIC","READY_SAUCES_AND_PASTES","","Frankfurter Kräutersauce mit charakteristischer Sieben-Kräuter-Basis; weitere Bestandteile und genaue Rezeptur können variieren. Gemeint ist die zubereitete Sauce, nicht lediglich das Kräuterpäckchen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Frankfurter Kräutersauce mit charakteristischer Sieben-Kräuter-Basis; weitere Bestandteile und genaue Rezeptur können variieren. Gemeint ist die zubereitete Sauce, nicht lediglich das Kräuterpäckchen."
"FREEKEH","Freekeh","SPECIFIC","GRAINS","","Grün geernteter, gerösteter und gebrochener Weizen mit rauchig-nussigem Geschmack und festem Biss.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Grün geernteter, gerösteter und gebrochener Weizen mit rauchig-nussigem Geschmack und festem Biss."
"FRENCH_FRIES","Pommes frites","SPECIFIC","POTATO","","Pommes frites als eigenständige Kartoffel-Produktform: in Stäbchen geschnittene und frittierte beziehungsweise typischerweise vorfrittierte Kartoffeln. Umfasst auch handelsübliche tiefgekühlte Pommes; nicht beliebige Bratkartoffeln, Kartoffelspalten oder Chips.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Pommes frites als eigenständige Kartoffel-Produktform: in Stäbchen geschnittene und frittierte beziehungsweise typischerweise vorfrittierte Kartoffeln. Umfasst auch handelsübliche tiefgekühlte Pommes; nicht beliebige Bratkartoffeln, Kartoffelspalten oder Chips."
"FRESH_DAIRY_PRODUCTS","frisches Milchprodukt","OPEN","DAIRY_PRODUCTS","CREAM|CREAM_CHEESE|EVAPORATED_MILK|MILK|YOGURT","Offene Vorgabe für frische, nicht gereifte Milchprodukte wie Milch, Sahne oder Frischkäse.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für frische, nicht gereifte Milchprodukte wie Milch, Sahne oder Frischkäse."
"FRESH_HERBS","Kräuter und Würzblätter","OPEN","","BANANA_LEAVES|BASIL|BAY_LEAF|CHERVIL|CHIVES|CILANTRO|CULANTRO|CURRY_LEAVES|DILL|FISH_MINT|GARLIC_CHIVES|KAFFIR_LIME_LEAVES|LA_LOT_LEAVES|LEMONGRASS|LOVAGE|MARJORAM|MINT|OREGANO|PANDAN_LEAVES|PARSLEY|PERILLA_LEAVES|RICE_PADDY_HERB|ROSEMARY|SAGE|TARRAGON|THYME|VIETNAMESE_CORIANDER","Offene Vorgabe für frische Küchenkräuter und aromatische Würzblätter; konkrete Pflanze und Intensität bleiben offen.","NOT_APPLICABLE_STRUCTURE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für frische Küchenkräuter und aromatische Würzblätter; konkrete Pflanze und Intensität bleiben offen."
"FRESH_TURMERIC","frischer Kurkuma","SPECIFIC","SPICES","","Frisches Kurkuma-Rhizom mit erdig-pfeffrigem Aroma und starker gelber Färbung; nicht getrocknetes Pulver.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Frisches Kurkuma-Rhizom mit erdig-pfeffrigem Aroma und starker gelber Färbung; nicht getrocknetes Pulver."
"FRESHWATER_SNAILS","Süßwasserschnecken","OPEN","EDIBLE_SNAILS|SHELLFISH","","Offene Vorgabe für essbare Süßwasserschnecken, ganz oder ausgelöst und küchenfertig gereinigt. Nicht Weinberg- oder Meeresschnecken und nicht bereits zubereitete Schneckensuppe.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für essbare Süßwasserschnecken, ganz oder ausgelöst und küchenfertig gereinigt. Nicht Weinberg- oder Meeresschnecken und nicht bereits zubereitete Schneckensuppe."
"FRIED_ONIONS","Röstzwiebeln","SPECIFIC","ONION","","Knusprig frittierte Röstzwiebeln als fertige Zutat beziehungsweise Topping; nicht lediglich frisch angebratene Zwiebel.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Knusprig frittierte Röstzwiebeln als fertige Zutat beziehungsweise Topping; nicht lediglich frisch angebratene Zwiebel."
"FROG_LEGS","Froschschenkel","SPECIFIC","MEAT","","Essbare Froschschenkel mit zartem, mildem Fleisch; frisch oder tiefgekühlt als ganze Schenkelpaare beziehungsweise Teilstücke verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Essbare Froschschenkel mit zartem, mildem Fleisch; frisch oder tiefgekühlt als ganze Schenkelpaare beziehungsweise Teilstücke verwendbar."
"FRUIT","Obst","OPEN","","BERRIES|CITRUS_FRUIT|DATE|DRIED_FRUIT|FIG|GRAPE|KIWI|MELONS|PERSIMMON|POMEGRANATE|POME_FRUIT|STONE_FRUIT|TROPICAL_FRUIT","Offene Vorgabe für kulinarisch als Obst verwendete Früchte; Art, Säure, Süße und Textur bleiben bewusst wählbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für kulinarisch als Obst verwendete Früchte; Art, Säure, Süße und Textur bleiben bewusst wählbar."
"FRUIT_DUMPLING","Obstknödel","OPEN","STARCHES","","Süßer gekochter oder gedämpfter Knödel mit Fruchtfüllung; Teig kann unter anderem Hefe-, Quark- oder Kartoffelteig sein, die verwendete Frucht variiert.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Süßer gekochter oder gedämpfter Knödel mit Fruchtfüllung; Teig kann unter anderem Hefe-, Quark- oder Kartoffelteig sein, die verwendete Frucht variiert."
"FRUIT_VEGETABLES","Fruchtgemüse","OPEN","VEGETABLES","BELL_PEPPER|BITTER_MELON|CHILI|CUCUMBER|EGGPLANT|OKRA|PEA_EGGPLANT|PUMPKIN|TOMATILLO|TOMATO|ZUCCHINI","Offene Vorgabe für botanische Früchte, die herzhaft als Gemüse verwendet werden, etwa Tomate, Paprika oder Kürbis.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für botanische Früchte, die herzhaft als Gemüse verwendet werden, etwa Tomate, Paprika oder Kürbis."
"GAC_FRUIT","Gấc-Frucht","SPECIFIC","TROPICAL_FRUIT","","Reife Gấc-Frucht beziehungsweise ihr tief orange-rotes Fruchtfleisch um die Samen; vor allem zum Färben und mild-fruchtigen Aromatisieren von Klebreis und Festgebäck. Nicht Drachenfrucht oder bloße Lebensmittelfarbe.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Reife Gấc-Frucht beziehungsweise ihr tief orange-rotes Fruchtfleisch um die Samen; vor allem zum Färben und mild-fruchtigen Aromatisieren von Klebreis und Festgebäck. Nicht Drachenfrucht oder bloße Lebensmittelfarbe."
"GALANGAL","Galgant","SPECIFIC","SPICES","","Südostasiatisches Rhizom mit zitrisch-pfeffrigem, harzigem Aroma; frisch oder tiefgekühlt, nicht mit Ingwer gleichsetzen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Südostasiatisches Rhizom mit zitrisch-pfeffrigem, harzigem Aroma; frisch oder tiefgekühlt, nicht mit Ingwer gleichsetzen."
"GAME_MEAT","Wildfleisch","OPEN","MEAT","MOOSE|RABBIT|REINDEER|VENISON|WILD_BOAR","Offene Vorgabe für Fleisch jagdbarer Wildtiere; Tierart, Zuschnitt und Intensität bleiben bewusst wählbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für Fleisch jagdbarer Wildtiere; Tierart, Zuschnitt und Intensität bleiben bewusst wählbar."
"GARAM_MASALA","Garam Masala","SPECIFIC","SPICE_BLENDS","","Indische Gewürzmischung aus warm-aromatischen Gewürzen; Zusammensetzung und Verwendung als ganze oder gemahlene Mischung variieren.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Indische Gewürzmischung aus warm-aromatischen Gewürzen; Zusammensetzung und Verwendung als ganze oder gemahlene Mischung variieren."
"GARLIC","Knoblauch","SPECIFIC","ALLIUM_VEGETABLES","BLACK_GARLIC","Knoblauchknolle mit schwefelig-scharfem, beim Garen süßlich-mildem Aroma; frisch gemeint, nicht Pulver.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Knoblauchknolle mit schwefelig-scharfem, beim Garen süßlich-mildem Aroma; frisch gemeint, nicht Pulver."
"GARLIC_BUTTER","Knoblauchbutter","SPECIFIC","BUTTER","","Butterzubereitung mit Knoblauch als prägendem Aroma; weitere Kräuter sind möglich, aber nicht erforderlich.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Butterzubereitung mit Knoblauch als prägendem Aroma; weitere Kräuter sind möglich, aber nicht erforderlich."
"GARLIC_CHIVES","Knoblauch-Schnittlauch","SPECIFIC","ALLIUM_VEGETABLES|FRESH_HERBS","","Flaches asiatisches Schnittlauchgewächs mit deutlichem Knoblaucharoma; auch Knoblauch-Schnittlauch genannt.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Flaches asiatisches Schnittlauchgewächs mit deutlichem Knoblaucharoma; auch Knoblauch-Schnittlauch genannt."
"GARLIC_POWDER","Knoblauchpulver","SPECIFIC","SPICES","","Getrockneter gemahlener oder granulierter Knoblauch mit konzentriertem Aroma; nicht frischer Knoblauch oder Knoblauchsalz.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Getrockneter gemahlener oder granulierter Knoblauch mit konzentriertem Aroma; nicht frischer Knoblauch oder Knoblauchsalz."
"GHEE","Ghee","SPECIFIC","COOKING_FATS|DAIRY_PRODUCTS","","Geklärtes Butterreinfett mit nussigem Aroma und hoher Hitzetoleranz; nahezu frei von Wasser und Milcheiweiß.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Geklärtes Butterreinfett mit nussigem Aroma und hoher Hitzetoleranz; nahezu frei von Wasser und Milcheiweiß."
"GINGER","Ingwer","SPECIFIC","SPICES","PICKLED_GINGER","Frisches Ingwer-Rhizom mit zitrischer Schärfe; nicht getrocknetes Ingwerpulver oder eingelegter Ingwer.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Frisches Ingwer-Rhizom mit zitrischer Schärfe; nicht getrocknetes Ingwerpulver oder eingelegter Ingwer."
"GIO_LUA","Giò lụa oder Chả lụa","SPECIFIC","PORK|SAUSAGE","","Fein emulgierte vietnamesische Schweinewurst mit elastisch-glatter Textur, traditionell in Bananenblättern geformt und gedämpft. Gemeint ist die schlichte Giò-lụa-/Chả-lụa-Grundform, nicht gebratene Chả-Varianten oder grobe Sülzwurst.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Fein emulgierte vietnamesische Schweinewurst mit elastisch-glatter Textur, traditionell in Bananenblättern geformt und gedämpft. Gemeint ist die schlichte Giò-lụa-/Chả-lụa-Grundform, nicht gebratene Chả-Varianten oder grobe Sülzwurst."
"GLASS_NOODLES","Glasnudeln","SPECIFIC","NOODLES","","Transparente Nudeln aus Stärke, häufig Mungbohnen-, Süßkartoffel- oder Erbsenstärke; nicht Reisnudeln.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Transparente Nudeln aus Stärke, häufig Mungbohnen-, Süßkartoffel- oder Erbsenstärke; nicht Reisnudeln."
"GNOCCHI","Gnocchi","SPECIFIC","STARCHES","","Kleine weiche Klößchen, typischerweise auf Kartoffel- und Mehlbasis; gemeint ist das ungefüllte Grundprodukt.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Kleine weiche Klößchen, typischerweise auf Kartoffel- und Mehlbasis; gemeint ist das ungefüllte Grundprodukt."
"GOAT","Ziegenfleisch","SPECIFIC","MEAT","","Ziegenfleisch mit kräftigem Eigengeschmack; Zuschnitt und Alter des Tieres bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Ziegenfleisch mit kräftigem Eigengeschmack; Zuschnitt und Alter des Tieres bleiben offen."
"GOAT_CHEESE","Ziegenkäse","SPECIFIC","CHEESE","","Käse aus Ziegenmilch; Frischkäse, Weichkäse und gereifte feste Formen sind mögliche Ausprägungen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Käse aus Ziegenmilch; Frischkäse, Weichkäse und gereifte feste Formen sind mögliche Ausprägungen."
