"concept_code"	"display_name"	"review_applicability"	"proposed_cooking_novelty"	"novelty_rationale"	"review_flags"	"approval_status"
"STARCHES"	"stärkehaltige Zutat oder Sättigungsbeilage"	"APPLICABLE"	"1"	"Die sehr breite offene Vorgabe lässt zahlreiche selbstverständliche Sättigungs- und Teigrollen zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"STARFRUIT"	"Sternfrucht oder Karambole"	"APPLICABLE"	"3"	"In südostasiatischen Salaten, Suppen und Saucen konventionell, gemeinsam aber als Frucht klar kontextgebunden."	"BOUNDARY_2_3"	"PROPOSED_FOR_HUMAN_REVIEW"
"STEM_VEGETABLES"	"Stängelgemüse"	"APPLICABLE"	"1"	"Die offene Familie umfasst zahlreiche vertraute Gemüsezubereitungen."	"BROAD_CONCEPT|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"STICKY_RICE"	"Klebreis"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"STINKY_TOFU"	"Stinky Tofu"	"APPLICABLE"	"4"	"Der intensiv fermentierte Tofu besitzt wenige naheliegende ostasiatische Streetfood- und Würzrollen und ist ein deutlicher Twist."	"LEVEL_4|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"STOCKFISH"	"Stockfisch"	"APPLICABLE"	"3"	"In nord- und südeuropäischen Gerichten konventionell, gemeinsam aber als ungesalzener Trockenfisch klar kontextgebunden."	"APPROVED_ANCHOR|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"APPROVED_ANCHOR"
"STOCKS"	"Brühe oder Fond"	"APPLICABLE"	"1"	"Die offene Fondvorgabe lässt viele selbstverständliche Flüssigkeits- und Aromabasen zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"STONE_FRUIT"	"Steinobst"	"APPLICABLE"	"1"	"Die offene Steinobstwahl bietet zahlreiche vertraute süße und herzhafte Rollen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"STRAWBERRY"	"Erdbeere"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"STROOPWAFEL"	"Stroopwafel"	"APPLICABLE"	"4"	"Die gefüllte fertige Waffel ist normalerweise Süßware; ihre erkennbare Integration beschränkt sich auf wenige Dessert- und Krustenrollen."	"LEVEL_4|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SUGAR_SNAP_PEAS"	"Zuckerschoten"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SUGARCANE_VINEGAR"	"Zuckerrohressig"	"APPLICABLE"	"3"	"In philippinischen Säuerungs- und Würzrollen konventionell, gemeinsam aber klar kontextgebunden."	"BOUNDARY_2_3|PARENT_CHILD_OUTLIER"	"PROPOSED_FOR_HUMAN_REVIEW"
"SUMAC"	"Sumach"	"APPLICABLE"	"2"	""	"APPROVED_ANCHOR"	"APPROVED_ANCHOR"
"SUN_DRIED_TOMATO"	"getrocknete Tomaten"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SUNFLOWER_SEEDS"	"Sonnenblumenkerne"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SURIMI"	"Surimi"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SUSHI_RICE"	"Sushireis"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SWEET_PAPRIKA_POWDER"	"Paprikapulver edelsüß"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SWEET_POTATO"	"Süßkartoffel"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SWEETENERS"	"Süßungsmittel"	"APPLICABLE"	"1"	"Die offene Süßungsmittelwahl bietet zahlreiche selbstverständliche Koch- und Backrollen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"SWORDFISH"	"Schwertfisch"	"APPLICABLE"	"2"	"Schwertfisch besitzt etablierte Steak-, Grill-, Pfannen- und Schmorrollen."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SYRUP"	"Sirup"	"APPLICABLE"	"2"	"Die offene Sirupfamilie lässt viele etablierte Süß-, Glasur- und Saucenrollen zu."	"BROAD_CONCEPT|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TABLEA"	"Tablea oder Tableya"	"APPLICABLE"	"3"	"In philippinischen Kakao- und Süßspeisenrollen konventionell, gemeinsam aber als ungesüßte Kakaomasse klar kontextgebunden."	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TAHINI"	"Tahini"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TAI_PLA"	"Tai Pla"	"APPLICABLE"	"4"	"Die fermentierte Fischinnereienwürze besitzt eine sehr enge südthailändische Curryrolle und prägt das Gericht extrem."	"APPROVED_ANCHOR|LEVEL_4|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"APPROVED_ANCHOR"
"TAMARI"	"Tamari"	"APPLICABLE"	"1"	"Tamari erfüllt im gemeinsamen Kochhorizont die selbstverständliche Würzrolle einer kräftigen Sojasauce."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TAMARIND"	"Tamarinde"	"APPLICABLE"	"2"	"Tamarinde besitzt zahlreiche etablierte Säure- und Fruchtrollen in Currys, Suppen, Saucen und Chutneys."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TAPENADE"	"Tapenade"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TAPIOCA_STARCH"	"Tapiokastärke"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TARO"	"Taro"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TARRAGON"	"Estragon"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TEA"	"Tee"	"APPLICABLE"	"4"	"Auch als offene Familie wird Tee überwiegend getrunken; erkennbare Kochrollen über Aufguss, Räuchern und Desserts bleiben begrenzt."	"BROAD_CONCEPT|LEVEL_4|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TEMPEH"	"Tempeh"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TERIYAKI_SAUCE"	"Teriyakisauce"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"THAI_BASIL"	"Thai-Basilikum"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"THAI_EGGPLANT"	"Thai-Aubergine"	"APPLICABLE"	"3"	"In thailändischen Currys konventionell, gemeinsam aber durch Textur und leichte Bitterkeit klar kontextgebunden."	"APPROVED_ANCHOR|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"APPROVED_ANCHOR"
"THAI_GREEN_CURRY_PASTE"	"grüne Thai-Currypaste"	"APPLICABLE"	"3"	"Die fertige Paste hat eine klare konventionelle Curryrolle, legt Stil, Aromatik und Schärferichtung aber stark fest."	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"THAI_RED_CURRY_PASTE"	"rote Thai-Currypaste"	"APPLICABLE"	"3"	"Die fertige Paste hat eine klare konventionelle Curryrolle, legt Stil, Aromatik und Schärferichtung aber stark fest."	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"THAI_YELLOW_CURRY_PASTE"	"gelbe Thai-Currypaste"	"APPLICABLE"	"3"	"Die fertige Paste hat eine klare konventionelle Curryrolle, legt Stil, Aromatik und Gewürzrichtung aber stark fest."	""	"PROPOSED_FOR_HUMAN_REVIEW"
"THYME"	"Thymian"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TOFU"	"Tofu"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TOMATILLO"	"Tomatillo"	"APPLICABLE"	"2"	"Tomatillo hat klare etablierte Rollen in Salsa, Sauce, Suppe und Schmorgericht."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TOMATO"	"Tomate"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TOMATO_PASSATA"	"passierte Tomaten"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TOMATO_PASTE"	"Tomatenmark"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TOMATO_PRODUCTS"	"Tomatenprodukt"	"APPLICABLE"	"1"	"Die offene Familie bietet zahlreiche selbstverständliche Saucen-, Schmor- und Aromabasen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"TOMATO_SAUCE"	"einfache Tomatensauce"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TORTILLA"	"Tortilla"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TRIPE"	"Kutteln"	"APPLICABLE"	"3"	"In vielen regionalen Suppen und Schmorgerichten konventionell, gemeinsam aber durch Organ und Textur stark kontextgebunden."	"PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TROPICAL_FRUIT"	"Tropenfrucht"	"APPLICABLE"	"2"	"Die offene Familie lässt viele vertraute süße und herzhafte Fruchtrollen zu, obwohl einzelne Kinder deutlich spezieller sind."	"BROAD_CONCEPT|PARENT_CHILD_OUTLIER"	"PROPOSED_FOR_HUMAN_REVIEW"
"TROUT"	"Forelle"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TROUT_ROE"	"Forellenrogen"	"APPLICABLE"	"2"	"Forellenrogen besitzt vertraute Rollen als Topping, Einlage und salzige Akzentkomponente."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TRUFFLE"	"Trüffel"	"APPLICABLE"	"3"	"In Pasta, Ei-, Kartoffel- und Saucengerichten klassisch, zugleich aromatisch sehr stark richtungsgebend."	"PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TUNA"	"Thunfisch"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TURKEY"	"Pute"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TURKEY_BREAST"	"Putenbrust"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TURKEY_MINCE"	"Putenhack"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TURMERIC"	"Kurkuma"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TURNIP"	"Speiserübe"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TURRON"	"Turrón"	"APPLICABLE"	"4"	"Die fertige Nougat-Süßware bietet nur wenige naheliegende Dessert-, Füllungs- und Krustenrollen und ist ein deutlicher Twist."	"LEVEL_4|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"TVP"	"Sojagranulat"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"TWAROG"	"Twaróg"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"UBE"	"Ube"	"APPLICABLE"	"3"	"In philippinischen Süßspeisen konventionell, gemeinsam aber durch Farbe, Stärke und Aroma klar kontextgebunden."	"APPROVED_ANCHOR|CHANGED_FROM_BASELINE"	"APPROVED_ANCHOR"
"UDON"	"Udon"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"VANILLA"	"Vanille"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL"	"Kalbfleisch"	"APPLICABLE"	"1"	"Die offene Kalbfleischvorgabe lässt zahlreiche klassische Zuschnitte und Garmethoden zu."	"BROAD_CONCEPT|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_CHEEK"	"Kalbsbäckchen"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_CHOP"	"Kalbskotelett"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_CUTLET"	"Kalbsschnitzel"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_GOULASH"	"Kalbsgulasch"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_LIVER"	"Kalbsleber"	"APPLICABLE"	"2"	"Kalbsleber besitzt klassische Kurzbrat-, Saucen- und Pastetenrollen; das Organ ist kulinarisch gut etabliert."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_MINCE"	"Kalbshackfleisch"	"APPLICABLE"	"1"	"Kalbshack erfüllt selbstverständliche Hackfleischrollen in Füllung, Kloß, Bratling und Sauce."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_ROAST"	"Kalbsbraten"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_SHANK"	"Kalbshaxe"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_STEAK"	"Kalbssteak"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_STRIPS"	"Kalbsgeschnetzeltes"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"VEAL_SWEETBREAD"	"Kalbsbries"	"APPLICABLE"	"3"	"In klassischer europäischer Innereienküche konventionell, gemeinsam aber durch Vorbehandlung und Textur deutlich speziell."	"BOUNDARY_3_4|PARENT_CHILD_OUTLIER"	"PROPOSED_FOR_HUMAN_REVIEW"
"VEGETABLE_STOCK"	"Gemüsebrühe"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"VEGETABLES"	"Gemüse"	"APPLICABLE"	"1"	"Die sehr breite offene Gemüsewahl lässt zahlreiche selbstverständliche Kochwege zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"VENISON"	"Hirschfleisch"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"VIETNAMESE_CORIANDER"	"vietnamesischer Koriander"	"APPLICABLE"	"2"	"Rau răm wird in vertrauten vietnamesischen Kräuter-, Salat-, Suppen- und Begleitrollen verwendet."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"VIETNAMESE_SOYBEAN_PASTE"	"Tương oder vietnamesische Sojabohnenpaste"	"APPLICABLE"	"3"	"In vietnamesischen Dip-, Schmor- und Würzrollen konventionell, gemeinsam aber klar kontextgebunden."	"BROAD_CONCEPT|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"VINEGAR"	"Essig"	"APPLICABLE"	"1"	"Die offene Essigwahl bietet viele selbstverständliche Säuerungs- und Würzrollen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"WAFFLES"	"Waffel"	"APPLICABLE"	"3"	"Die offene Waffelfamilie hat etablierte süße und herzhafte Wege, bleibt als fertige Pflichtkomponente aber deutlich enger als Brot."	"BROAD_CONCEPT|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"WAKAME"	"Wakame"	"APPLICABLE"	"1"	"Wakame ist im gemeinsamen ostasiatischen Kochhorizont eine selbstverständliche Suppen-, Salat- und Einlagenzutat."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"WALNUT"	"Walnüsse"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WATER_CHESTNUT"	"Wasserkastanien"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"WATER_SPINACH"	"Wasserspinat oder Kangkong"	"APPLICABLE"	"2"	"Kangkong folgt vertrauten Blattgemüserollen in Pfanne, Suppe und kurzer Garung."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"WATERCRESS"	"Brunnenkresse"	"APPLICABLE"	"1"	"Brunnenkresse ist ein etabliertes Salat-, Suppen-, Kräuter- und Garniturelement."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"WATERMELON"	"Wassermelone"	"APPLICABLE"	"3"	"Wassermelone wird überwiegend roh gegessen; herzhafte, gegarte oder als Schale genutzte Rollen sind etabliert, aber klar kontextgebunden."	"BOUNDARY_2_3|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"WHEAT_FLOUR"	"Weizenmehl"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHEAT_NOODLES"	"Weizennudeln"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHEAT_PASTA"	"Weizenpasta"	"APPLICABLE"	"1"	"Die offene Pasta-Familie umfasst zahlreiche selbstverständliche Formen und Saucenwege."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_ASPARAGUS"	"weißer Spargel"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_BEANS"	"weiße Bohnen"	"APPLICABLE"	"2"	"Die offene weiße-Bohnen-Familie besitzt viele vertraute Suppen-, Salat- und Schmorrollen."	"BROAD_CONCEPT|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_CABBAGE"	"Weißkohl"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_CHAMPIGNON"	"weiße Champignons"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_CHOCOLATE"	"weiße Schokolade"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_FISH"	"weißfleischiger Fisch"	"APPLICABLE"	"1"	"Die offene Weißfischwahl bietet zahlreiche vertraute Arten und Garmethoden."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_PEPPER"	"weißer Pfeffer"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_SAUSAGE"	"Weißwurst"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_SUGAR"	"Zucker"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_TEA"	"weißer Tee"	"APPLICABLE"	"4"	"Weißer Tee wird überwiegend getrunken; als erkennbare Kochzutat sind seine zarten Aufguss- und Dessertrollen eng."	"LEVEL_4|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_VINEGAR"	"Branntweinessig"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_WINE"	"Weißwein"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_WINE_VINEGAR"	"Weißweinessig"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHOLEGRAIN_MUSTARD"	"körniger Senf"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WILD_BOAR"	"Wildschwein"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"WILD_RICE"	"Wildreis"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"WONTON_WRAPPERS"	"Wonton-Teigblätter"	"APPLICABLE"	"1"	"Wontonblätter sind im gemeinsamen Kochhorizont eine selbstverständliche Hülle für Füllen, Frittieren und Suppeneinlagen."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"WOOD_EAR"	"Mu-Err-Pilze"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"WORCESTERSHIRE_SAUCE"	"Worcestersauce"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"XO_SAUCE"	"XO-Sauce"	"APPLICABLE"	"3"	"In Hongkonger Reis-, Nudel- und Meeresfrüchterollen konventionell, gemeinsam aber intensiv und klar kontextgebunden."	"BOUNDARY_2_3|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"YAM"	"Yamswurzel"	"APPLICABLE"	"2"	"Yams erfüllt vertraute Knollen- und Stärkerollen beim Kochen, Rösten, Frittieren und Stampfen."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"YEAST_EXTRACT"	"Hefeextrakt"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"YELLOW_BELL_PEPPER"	"gelbe Paprika"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"YELLOW_LENTILS"	"gelbe Linsen"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"YELLOW_SPLIT_PEAS"	"gelbe Schälerbsen"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"YOGURT"	"Joghurt"	"APPLICABLE"	"1"	""	"APPROVED_ANCHOR"	"APPROVED_ANCHOR"
"YUZU"	"Yuzu"	"APPLICABLE"	"3"	"In japanischen Saucen, Brühen und Süßspeisen konventionell, gemeinsam aber durch das markante Aroma klar richtungsgebunden."	"BOUNDARY_2_3|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"ZAATAR"	"Za’atar"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"ZUCCHINI"	"Zucchini"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
