"concept_code"	"display_name"	"review_applicability"	"product_form_basis"	"market_class"	"market_basis"	"proposed_availability"	"availability_note"	"evidence_requirement"	"evidence_search_terms"	"availability_evidence"	"review_flags"	"approval_status"
"COOKING_FATS"	"Kochfett"	"APPLICABLE"	"Offene Vorgabe für zum Braten, Garen oder Verfeinern geeignete Fette und Öle; tierische und pflanzliche Formen sind umfasst."	"GENERAL_LOCAL"	"Tobias prüft „Kochfett“ in Rostock über das Öl- oder Kochfettregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Über das Öl- oder Kochfettregal eines gewöhnlichen großen Rostocker Supermarkts prüft Tobias in Rostock „Kochfett“, wobei folgende Abgrenzung gilt: „Offene Vorgabe für zum Braten, Garen oder Verfeinern geeignete Fette und Öle; tierische und pflanzliche Formen sind umfasst.“"	"OPTIONAL"	"Kochfett Offene Vorgabe für zum Braten, Garen oder Verfeinern geeignete Fette und Öle; Tobias Rostock Speiseöl Kochfett genaue Rohware; Öle und Kochfette; Das Öl- oder Kochfettregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CORIANDER_ROOT"	"Korianderwurzel"	"APPLICABLE"	"Wurzelansatz des Korianders mit konzentriert erdig-pfeffrigem Aroma, besonders für Würzpasten und Marinaden. Gemeint sind frische oder tiefgekühlte Wurzeln, nicht Koriandergrün oder -saat."	"NICHE_IMPORT"	"Tobias prüft „Korianderwurzel“ in Rostock über Fachgeschäfte mit Angeboten für Gewürze, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Frischeversand, Importbeschränkungen sowie einen gezielten Händlerbesuch ausweist."	"DIFFICULT"	"Über Fachgeschäfte mit Angeboten für Gewürze (Evidenzstand: die menschliche v2-Freigabe für diesen Weg und Frischeversand, Importbeschränkungen sowie einen gezielten Händlerbesuch) prüft Tobias in Rostock „Korianderwurzel“, wobei folgende Abgrenzung gilt: „Wurzelansatz des Korianders mit konzentriert erdig-pfeffrigem Aroma, besonders für Würzpasten und Marinaden. Gemeint sind frische oder tiefgekühlte Wurzeln, nicht Koriandergrün oder -saat.“"	"REQUIRED"	"Korianderwurzel Wurzelansatz des Korianders mit konzentriert erdig-pfeffrigem Aroma, besonders…; Tobias Rostock Gewürz ganze gemahlene getrocknete Form; Gewürz oder trockenes Würzmittel; Spezialhandel für Gewürze Nischenweg; Bestand Produktform Versandlogistik; die zugelassene Frisch- oder Tiefkühlform"	"AV2E-078"	"REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|FORM_SENSITIVE|RESEARCH_REQUIRED|REFERENCE_ANCHOR_V2"	"APPROVED_REFERENCE_ANCHOR_V2"
"CORIANDER_SEED"	"Koriandersaat"	"APPLICABLE"	"Getrocknete Korianderfrüchte mit warmem, zitrisch-nussigem Aroma; ganz oder gemahlen, nicht Koriandergrün."	"GENERAL_LOCAL"	"Tobias prüft „Koriandersaat“ in Rostock über das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und eine lokale Standortprüfung ausweist."	"EASY"	"Über das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts (Evidenzstand: die menschliche v2-Freigabe für diesen Weg und eine lokale Standortprüfung) prüft Tobias in Rostock „Koriandersaat“, wobei folgende Abgrenzung gilt: „Getrocknete Korianderfrüchte mit warmem, zitrisch-nussigem Aroma; ganz oder gemahlen, nicht Koriandergrün.“"	"OPTIONAL"	"Koriandersaat Getrocknete Korianderfrüchte mit warmem, zitrisch-nussigem Aroma; Tobias Rostock Gewürz ganze gemahlene getrocknete Form; Gewürz oder trockenes Würzmittel; Das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die getrocknete Produktform"	"AV2E-009"	"REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|REFERENCE_ANCHOR_V2"	"APPROVED_REFERENCE_ANCHOR_V2"
"CORN"	"Mais"	"APPLICABLE"	"Mais als Körnerprodukt, frisch, tiefgekühlt oder schlicht konserviert; Mehl, Stärke und Polenta sind getrennte Formen."	"GENERAL_LOCAL"	"Für „Mais“ führt der Rostocker Marktweg über den Gemüse- oder Tiefkühlgemüsebereich eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Den Weg über den Gemüse- oder Tiefkühlgemüsebereich eines gewöhnlichen großen Rostocker Supermarkts nutzt Tobias in Rostock für „Mais“, wobei folgende Abgrenzung gilt: „Mais als Körnerprodukt, frisch, tiefgekühlt oder schlicht konserviert; Mehl, Stärke und Polenta sind getrennte Formen.“"	"OPTIONAL"	"Mais Mais als Körnerprodukt, frisch, tiefgekühlt oder schlicht konserviert; Tobias Rostock Gemüse frisch TK genaue Sorte; Getreide oder Pseudogetreide; Der Gemüse- oder Tiefkühlgemüsebereich eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die verlangte frische Form"	""	"TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CORNMEAL"	"Maismehl"	"APPLICABLE"	"Gemahlener Mais mit feiner bis grober Körnung; nicht reine Maisstärke und nicht zwingend vorgekochte Polenta."	"GENERAL_BROAD"	"Der konkrete Bezug von „Maismehl“ läuft über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler."	"PLANNED"	"Das Angebot zu „Maismehl“ über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler kontrolliert Tobias in Rostock, wobei folgende Abgrenzung gilt: „Gemahlener Mais mit feiner bis grober Körnung; nicht reine Maisstärke und nicht zwingend vorgekochte Polenta.“"	"OPTIONAL"	"Maismehl Gemahlener Mais mit feiner bis grober Körnung; Tobias Rostock Gemüse frisch TK genaue Sorte; Mais; gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler; gezielter Einkauf Deutschland Wochenvorlauf; die gemahlene oder pulverisierte Form"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CORNSTARCH"	"Maisstärke"	"APPLICABLE"	"Feine geschmacksneutrale Stärke aus Mais zum Binden und für Teige; nicht Maismehl."	"GENERAL_LOCAL"	"Beim Einkauf von „Maisstärke“ nutzt Tobias das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Die Beschaffung von „Maisstärke“ über das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts prüft Tobias in Rostock, wobei folgende Abgrenzung gilt: „Feine geschmacksneutrale Stärke aus Mais zum Binden und für Teige; nicht Maismehl.“"	"OPTIONAL"	"Maisstärke Feine geschmacksneutrale Stärke aus Mais zum Binden und für Teige; Tobias Rostock Getreide Stärke Teigware genaue Form; Stärke oder Bindemittel; Das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"COUSCOUS"	"Couscous"	"APPLICABLE"	"Kleine angefeuchtete und gerollte Hartweizengrießkörner; gemeint ist das trockene Grundprodukt, nicht das fertige Gericht."	"GENERAL_LOCAL"	"Für „Couscous“ wird das Angebot über das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts kontrolliert."	"EASY"	"Beim Rostocker Einkauf setzt Tobias für „Couscous“ auf das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts, wobei folgende Abgrenzung gilt: „Kleine angefeuchtete und gerollte Hartweizengrießkörner; gemeint ist das trockene Grundprodukt, nicht das fertige Gericht.“"	"OPTIONAL"	"Couscous Kleine angefeuchtete und gerollte Hartweizengrießkörner; Tobias Rostock Getreide Stärke Teigware genaue Form; Getreide oder Pseudogetreide; Das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die geforderte ganze oder körnige Form"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CRAB"	"Krabben oder Krebsfleisch"	"APPLICABLE"	"Essbares Fleisch von Krabben oder Krebsen; ganzes Tier, Scheren- oder ausgelöstes Fleisch sind möglich."	"GENERAL_BROAD"	"Deutsche See – Soft Shell Crabs belegt: Die verfügbare Produktseite dokumentiert ganze Soft-Shell-Krabben, roh nach der Häutung tiefgefroren und einzeln entnehmbar; damit ist eine zulässige ganze Krabbenform konkret bestellbar. Der Bezug erfolgt über Deutschland und Österreich; tiefgekühlte GO!-Express-Lieferung zum Wunschtermin; maßgeblich ist FROZEN_SHIPPING. Belegt ist eine ganze Mangrovenkrabbe mit weicher Schale, nicht jedes Krebsfleisch; große Packung und Tiefkühlzustellung erfordern Planung."	"PLANNED"	"Tobias kann den Einkauf in Rostock anhand dieses Artikels terminieren: Die verfügbare Produktseite dokumentiert ganze Soft-Shell-Krabben, roh nach der Häutung tiefgefroren und einzeln entnehmbar; damit ist eine zulässige ganze Krabbenform konkret bestellbar. Belegt ist eine ganze Mangrovenkrabbe mit weicher Schale, nicht jedes Krebsfleisch; große Packung und Tiefkühlzustellung erfordern Planung."	"REQUIRED"	"Soft Shell Crabs ganze Krabbe tiefgekühlt Deutsche See verfügbar Trockeneis Bornheim Rostock | Tobias Rostock | Deutsche See – Soft Shell Crabs | IN_STOCK FROZEN_SHIPPING"	"AV2N-A-0052"	"TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"CRANBERRY"	"Cranberry"	"APPLICABLE"	"Herb-saure Cranberry; frisch, ungesüßt tiefgekühlt oder getrocknet verwendbar, wobei Trockenware oft gesüßt ist."	"GENERAL_LOCAL"	"Der konkrete Bezug von „Cranberry“ läuft über den Obst- oder Tiefkühlobstbereich eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Das Angebot zu „Cranberry“ über den Obst- oder Tiefkühlobstbereich eines gewöhnlichen großen Rostocker Supermarkts kontrolliert Tobias in Rostock, wobei folgende Abgrenzung gilt: „Herb-saure Cranberry; frisch, ungesüßt tiefgekühlt oder getrocknet verwendbar, wobei Trockenware oft gesüßt ist.“"	"OPTIONAL"	"Cranberry Herb-saure Cranberry; frisch, ungesüßt tiefgekühlt oder getrocknet verwendbar…; Tobias Rostock Obst frisch TK genaue Sorte; Beeren; Der Obst- oder Tiefkühlobstbereich eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die verlangte frische Form"	""	"TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CRAYFISH"	"Flusskrebse"	"APPLICABLE"	"Kleine Süßwasserkrebse mit festem, süßlichem Fleisch; ganz oder als ausgelöstes Schwanzfleisch verwendbar."	"GENERAL_BROAD"	"Deutsche See – Louisiana-Flusskrebse in Weißweinsud belegt: Deutsche See bietet ganze gekochte Louisiana-Flusskrebse in Weißweinsud aktuell verfügbar und tiefgekühlt an; die ganze zulässige Flusskrebsform bleibt erkennbar. Der Bezug erfolgt über Deutschland und Österreich; tiefgekühlte GO!-Express-Lieferung zum Wunschtermin; maßgeblich ist FROZEN_SHIPPING. Die positive Route betrifft die gegarte und gewürzte Form im Sud, nicht rohes Schwanzfleisch; Tiefkühltermin und Packung sind einzuplanen."	"PLANNED"	"Von Rostock aus erhält Tobias einen reproduzierbaren Bestellweg: Deutsche See bietet ganze gekochte Louisiana-Flusskrebse in Weißweinsud aktuell verfügbar und tiefgekühlt an; die ganze zulässige Flusskrebsform bleibt erkennbar. Die positive Route betrifft die gegarte und gewürzte Form im Sud, nicht rohes Schwanzfleisch; Tiefkühltermin und Packung sind einzuplanen."	"REQUIRED"	"Louisiana Flusskrebse ganz gekocht Weißweinsud tiefgekühlt Deutsche See verfügbar Bornheim Rostock | Tobias Rostock | Deutsche See – Louisiana-Flusskrebse in Weißweinsud | IN_STOCK FROZEN_SHIPPING"	"AV2N-A-0053"	"TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"CREAM"	"Sahne"	"APPLICABLE"	"Flüssiger Milchrahm zum Kochen oder Schlagen; Fettstufe bleibt offen, gesäuerte Produkte sind getrennt."	"GENERAL_LOCAL"	"Beim Einkauf von „Sahne“ nutzt Tobias die Molkereikühlung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Die Beschaffung von „Sahne“ über die Molkereikühlung eines gewöhnlichen großen Rostocker Supermarkts prüft Tobias in Rostock, wobei folgende Abgrenzung gilt: „Flüssiger Milchrahm zum Kochen oder Schlagen; Fettstufe bleibt offen, gesäuerte Produkte sind getrennt.“"	"OPTIONAL"	"Sahne Flüssiger Milchrahm zum Kochen oder Schlagen; Tobias Rostock Milchprodukt genaue Sorte Fettstufe; frisches Milchprodukt; Die Molkereikühlung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die präzise gekühlte oder tierische Produktform"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CREAM_CHEESE"	"Frischkäse"	"APPLICABLE"	"Ungereifter streichfähiger Frischkäse mit mild-säuerlichem Geschmack; natur oder neutral gewürzt verwendbar."	"GENERAL_LOCAL"	"Für „Frischkäse“ wird das Angebot über die Käsekühlung oder Käsetheke eines gewöhnlichen großen Rostocker Supermarkts kontrolliert."	"EASY"	"Beim Rostocker Einkauf setzt Tobias für „Frischkäse“ auf die Käsekühlung oder Käsetheke eines gewöhnlichen großen Rostocker Supermarkts, wobei folgende Abgrenzung gilt: „Ungereifter streichfähiger Frischkäse mit mild-säuerlichem Geschmack; natur oder neutral gewürzt verwendbar.“"	"OPTIONAL"	"Frischkäse Ungereifter streichfähiger Frischkäse mit mild-säuerlichem Geschmack; Tobias Rostock Käse genaue Sorte Milch Reifung; Käse / frisches Milchprodukt; Die Käsekühlung oder Käsetheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die verlangte frische Form"	""	"TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CREME_FRAICHE"	"Crème fraîche"	"APPLICABLE"	"Fettreicher gesäuerter Rahm mit cremiger Konsistenz und guter Kochstabilität; nicht saure Sahne."	"GENERAL_LOCAL"	"Für „Crème fraîche“ wird das Angebot über die Molkereikühlung eines gewöhnlichen großen Rostocker Supermarkts kontrolliert."	"EASY"	"Beim Rostocker Einkauf setzt Tobias für „Crème fraîche“ auf die Molkereikühlung eines gewöhnlichen großen Rostocker Supermarkts, wobei folgende Abgrenzung gilt: „Fettreicher gesäuerter Rahm mit cremiger Konsistenz und guter Kochstabilität; nicht saure Sahne.“"	"OPTIONAL"	"Crème fraîche Fettreicher gesäuerter Rahm mit cremiger Konsistenz und guter Kochstabilität; Tobias Rostock Milchprodukt genaue Sorte Fettstufe; gesäuertes Milchprodukt; Die Molkereikühlung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die präzise gekühlte oder tierische Produktform"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CRISPBREAD"	"Knäckebrot"	"APPLICABLE"	"Trockenes, knuspriges Dauerbrot mit dünner oder luftiger Struktur; Getreidemischung bleibt offen."	"GENERAL_LOCAL"	"Tobias sucht „Knäckebrot“ in Rostock über das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts gesucht."	"EASY"	"Tobias nutzt in Rostock das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts für „Knäckebrot“, wobei folgende Abgrenzung gilt: „Trockenes, knuspriges Dauerbrot mit dünner oder luftiger Struktur; Getreidemischung bleibt offen.“"	"OPTIONAL"	"Knäckebrot Trockenes, knuspriges Dauerbrot mit dünner oder luftiger Struktur; Tobias Rostock Backware Süßungsmittel exakte Form; Brot oder Fladenbrot; Das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CROISSANT"	"Croissant"	"APPLICABLE"	"Ungefüllte klassische Croissant-Viennoiserie mit blättriger, fettreicher Teigstruktur; nicht Pain au chocolat, gefülltes Croissant oder beliebiges Hörnchen."	"GENERAL_LOCAL"	"Die Rostocker Warenprüfung für „Croissant“ erfolgt über das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Tobias organisiert über das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts die Rostocker Prüfung von „Croissant“, wobei folgende Abgrenzung gilt: „Ungefüllte klassische Croissant-Viennoiserie mit blättriger, fettreicher Teigstruktur; nicht Pain au chocolat, gefülltes Croissant oder beliebiges Hörnchen.“"	"OPTIONAL"	"Croissant Ungefüllte klassische Croissant-Viennoiserie mit blättriger, fettreicher…; Tobias Rostock Backware Süßungsmittel exakte Form; Backware; Das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CRUSTACEANS"	"Krustentiere"	"APPLICABLE"	"Offene Vorgabe für Krebstiere wie Garnelen, Krabben, Hummer oder Flusskrebse; nicht Muscheln oder Tintenfische."	"GENERAL_LOCAL"	"REWE – Costa Garnelen Natur 215 g belegt: REWE führt mit Costa Garnelen Natur eine klar bezeichnete tiefgekühlte Krebstierware im gewöhnlichen Sortiment; mehrere reguläre Rostocker REWE-Filialen bilden den lokalen Prüfweg für Tobias. Der Bezug erfolgt über Rostocker REWE-Filiale nach Standortwahl; kein filialübergreifend zugesicherter Bestand; maßgeblich ist STANDARD_LOCAL. Preis und Bestand erscheinen erst nach Standortwahl; kein heute garantierter Bestand in einer bestimmten Rostocker Filiale."	"EASY"	"Für Tobias und seine Rostocker Planung ist diese Produktseite maßgeblich: REWE führt mit Costa Garnelen Natur eine klar bezeichnete tiefgekühlte Krebstierware im gewöhnlichen Sortiment; mehrere reguläre Rostocker REWE-Filialen bilden den lokalen Prüfweg für Tobias. Preis und Bestand erscheinen erst nach Standortwahl; kein heute garantierter Bestand in einer bestimmten Rostocker Filiale."	"OPTIONAL"	"Costa Garnelen Natur 215 g tiefgekühlt REWE Rostock Standort Filialbestand Krebstiere | Tobias Rostock | REWE – Costa Garnelen Natur 215 g | VARIABLE_STOCK STANDARD_LOCAL"	"AV2N-A-0054"	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CUCUMBER"	"Gurke"	"APPLICABLE"	"Frische Salatgurke mit hohem Wassergehalt und knackiger Textur; Einlege- und fermentierte Gurken sind getrennt."	"GENERAL_LOCAL"	"Die Rostocker Warenprüfung für „Gurke“ erfolgt über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Tobias organisiert über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts die Rostocker Prüfung von „Gurke“ mit diesem inhaltlichen Maßstab: „Frische Salatgurke mit hohem Wassergehalt und knackiger Textur; Einlege- und fermentierte Gurken sind getrennt.“"	"OPTIONAL"	"Gurke Frische Salatgurke mit hohem Wassergehalt und knackiger Textur; Tobias Rostock Gemüse frisch TK genaue Sorte; Fruchtgemüse; Die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die verlangte frische Form"	""	"TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"	"PROPOSED_FOR_HUMAN_REVIEW"
"CULANTRO"	"Culantro oder Sägeblattkoriander"	"APPLICABLE"	"Langblättriges Würzkraut mit gezähntem Rand und kräftigem korianderähnlichem Aroma; roh oder in Suppen und Eintöpfen verwendbar. Botanisch und kulinarisch nicht mit Koriandergrün gleichsetzen."	"NICHE_IMPORT"	"Tobias prüft „Culantro oder Sägeblattkoriander“ in Rostock über AsianBrand – Frischgemüse, wobei die Evidenz keinen aktuellen formgenauen Treffer und Frischeversand ausweist."	"DIFFICULT"	"Über AsianBrand – Frischgemüse (Evidenzstand: keinen aktuellen formgenauen Treffer und Frischeversand) prüft Tobias in Rostock „Culantro oder Sägeblattkoriander“, wobei folgende Abgrenzung gilt: „Langblättriges Würzkraut mit gezähntem Rand und kräftigem korianderähnlichem Aroma; roh oder in Suppen und Eintöpfen verwendbar. Botanisch und kulinarisch nicht mit Koriandergrün gleichsetzen.“"	"REQUIRED"	"Culantro oder Sägeblattkoriander Langblättriges Würzkraut mit gezähntem Rand und kräftigem korianderähnlichem…; Tobias Rostock frische Kräuter Bund Topf genaue Art; Kräuter und Würzblätter; AsianBrand – Frischgemüse; Bestand Produktform Versandlogistik; die exakt festgelegte Darreichung"	"AV2N-A-0057"	"TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|RESEARCH_REQUIRED|RATING_RECONCILED_V2"	"PROPOSED_FOR_HUMAN_REVIEW"
